AngMes,VelMes,i_a,i_b,u_a,u_b
575,5890,772,656,1007,1299
576,5890,742,665,962,1354
577,5890,701,693,927,1387
578,5890,678,711,873,1428
579,5497,630,711,941,1545
580,5497,612,739,874,1574
582,5497,602,759,799,1608
583,5497,576,740,737,1678
584,5497,556,824,667,1640
585,5890,519,846,552,1563
586,5890,493,868,488,1579
587,5890,447,867,443,1613
589,5890,434,905,363,1605
590,5890,369,882,336,1655
591,5890,322,886,287,1670
592,5890,284,899,230,1679
593,5890,250,903,201,1685
594,5890,217,917,138,1686
595,5890,174,924,86,1690
596,5497,137,910,48,1819
598,5497,93,914,-7,1820
599,5497,69,920,-83,1817
600,5497,52,950,-167,1785
601,5497,5,949,-220,1781
602,5890,-29,966,-286,1638
604,5890,-60,972,-350,1617
605,5890,-90,956,-415,1617
606,5890,-120,946,-479,1606
607,5890,-147,936,-514,1600
608,5497,-180,929,-591,1688
609,5497,-208,922,-659,1665
610,5497,-248,918,-713,1636
611,5497,-277,912,-778,1605
613,5497,-314,928,-833,1550
614,5890,-339,907,-858,1417
615,5890,-375,907,-908,1370
616,5890,-399,891,-966,1338
617,5890,-441,865,-1004,1311
618,5890,-464,833,-1061,1288
620,5890,-488,801,-1110,1257
621,5890,-523,789,-1149,1209
622,5890,-547,748,-1198,1186
623,5890,-577,738,-1214,1153
624,5890,-603,701,-1256,1123
625,5497,-625,683,-1369,1154
626,5497,-652,647,-1409,1116
627,5497,-680,629,-1444,1058
629,5497,-713,621,-1472,987
630,5497,-753,598,-1490,929
631,5890,-766,576,-1442,795
632,5890,-785,550,-1471,738
633,5890,-807,512,-1494,693
635,5890,-815,477,-1528,642
636,5890,-817,457,-1565,575
637,5890,-839,422,-1575,519
638,5890,-842,390,-1604,461
639,5890,-860,365,-1615,396
640,5890,-863,336,-1638,333
641,5890,-873,291,-1643,317
642,5497,-877,279,-1762,271
644,5497,-884,259,-1774,194
645,5497,-898,221,-1775,134
646,5497,-915,203,-1771,53
647,5497,-941,177,-1753,-19
648,5890,-942,138,-1641,-96
649,5890,-951,112,-1630,-165
651,5890,-942,79,-1635,-228
652,5890,-935,40,-1634,-284
653,5890,-928,9,-1630,-347
654,5890,-918,-41,-1620,-389
655,5890,-912,-69,-1608,-455
657,5890,-901,-108,-1598,-508
658,5890,-880,-140,-1594,-568
659,5890,-866,-169,-1580,-629
660,5890,-864,-207,-1545,-680
661,5890,-853,-247,-1523,-727
662,5890,-832,-280,-1506,-781
664,5890,-812,-315,-1485,-830
664,5890,-801,-346,-1467,-855
666,5497,-787,-373,-1536,-952
667,5497,-776,-401,-1497,-1009
668,5497,-776,-424,-1444,-1069
669,5497,-762,-452,-1403,-1122
670,5497,-758,-478,-1349,-1175
671,5890,-766,-515,-1181,-1151
673,5890,-760,-547,-1124,-1189
674,5890,-730,-566,-1089,-1238
675,5890,-696,-566,-1055,-1302
676,5890,-671,-593,-1009,-1339
677,5890,-641,-615,-963,-1374
679,5890,-624,-633,-905,-1413
680,5890,-596,-647,-856,-1454
681,5890,-556,-673,-818,-1480
682,5890,-527,-695,-767,-1506
683,5890,-507,-705,-702,-1538
684,5890,-479,-724,-646,-1562
686,5890,-450,-737,-590,-1589
687,5890,-410,-749,-544,-1613
688,5890,-387,-766,-479,-1630
689,5890,-358,-788,-417,-1633
690,5890,-324,-790,-361,-1657
691,5890,-292,-802,-302,-1669
693,5890,-256,-820,-247,-1671
693,5890,-222,-828,-220,-1675
695,5497,-198,-834,-182,-1788
696,5497,-146,-823,-137,-1812
697,5497,-137,-853,-50,-1792
698,5497,-106,-859,16,-1791
699,5497,-78,-868,85,-1785
701,5890,-36,-865,150,-1670
702,5890,-21,-889,228,-1640
703,5890,9,-883,290,-1636
704,5890,43,-869,348,-1637
705,5890,73,-853,410,-1637
706,5890,103,-866,471,-1599
708,5890,130,-861,534,-1580
709,5890,168,-837,585,-1578
710,5890,201,-825,640,-1560
711,5890,220,-818,708,-1534
712,5890,253,-820,760,-1492
713,5890,291,-797,805,-1475
715,5890,312,-788,867,-1443
716,5890,344,-776,916,-1409
717,5890,369,-766,971,-1371
718,5890,397,-744,1018,-1337
719,5890,424,-736,1067,-1292
721,5890,455,-719,1108,-1253
722,5890,474,-693,1161,-1219
723,5890,501,-663,1203,-1188
724,5890,534,-656,1234,-1127
725,5890,566,-635,1266,-1081
726,5890,589,-594,1304,-1054
727,5890,615,-571,1317,-1030
728,5890,631,-551,1358,-978
730,5497,641,-554,1483,-975
731,5497,677,-496,1502,-954
732,5497,690,-493,1541,-877
733,5497,717,-477,1563,-810
734,5497,735,-460,1591,-744
735,5890,755,-448,1515,-607
737,5890,774,-416,1533,-555
738,5890,788,-394,1552,-491
739,5890,788,-361,1583,-437
740,5890,795,-326,1603,-384
741,5890,803,-303,1614,-317
743,5890,810,-271,1628,-258
744,5890,805,-253,1651,-186
745,5890,817,-219,1652,-130
746,5890,822,-194,1658,-63
747,5890,836,-162,1646,-3
748,5890,822,-127,1664,52
750,5890,817,-102,1670,120
751,5890,828,-80,1657,189
752,5890,825,-40,1654,241
753,5890,820,-1,1644,292
754,5890,827,25,1625,356
756,5890,816,60,1619,411
757,5890,810,90,1606,470
758,5890,791,119,1603,529
759,5890,787,150,1576,586
760,5890,780,185,1554,637
761,5890,783,222,1519,685
763,5890,761,263,1506,727
764,5890,747,277,1482,796
765,5890,723,299,1461,853
766,5890,725,338,1414,893
767,5890,703,362,1390,947
768,5890,690,399,1353,985
770,5890,686,416,1304,1042
771,5890,665,434,1266,1094
772,5890,644,457,1230,1141
773,5890,639,480,1174,1185
774,5890,618,497,1133,1233
775,5890,607,525,1101,1248
777,5890,585,543,1029,1307
777,5890,560,562,1009,1327
779,5890,540,590,958,1355
780,5890,526,604,900,1395
781,5890,512,621,839,1428
782,5497,485,623,858,1560
783,5497,457,634,805,1598
785,5497,451,663,728,1614
786,5497,428,692,666,1627
787,5497,401,721,607,1637
788,5890,382,740,485,1552
789,5890,355,747,427,1574
790,5890,325,757,370,1591
792,5890,287,758,322,1614
793,5890,249,766,272,1626
794,5890,219,759,212,1645
795,5890,183,759,159,1659
796,5890,153,773,100,1656
798,5890,113,777,51,1660
799,5890,93,775,-18,1666
800,5890,49,756,-63,1681
801,5890,28,756,-132,1678
802,5890,-7,757,-186,1672
803,5890,-33,766,-248,1654
805,5890,-45,765,-325,1643
806,5890,-78,759,-380,1628
807,5890,-99,771,-446,1597
808,5890,-142,744,-489,1603
809,5890,-164,736,-553,1586
810,5890,-191,735,-611,1559
812,5890,-221,734,-663,1524
813,5890,-243,721,-723,1503
814,5890,-270,719,-777,1467
815,5890,-290,711,-836,1435
816,5890,-326,701,-878,1402
818,5890,-356,677,-923,1375
819,5890,-378,665,-975,1339
820,5890,-399,659,-1026,1293
821,5890,-417,658,-1079,1240
822,5890,-451,621,-1113,1221
823,5497,-483,606,-1186,1286
824,5497,-503,596,-1235,1234
825,5497,-532,581,-1273,1185
827,5497,-551,573,-1317,1127
828,5497,-580,558,-1350,1072
829,5890,-597,552,-1309,924
830,5890,-619,528,-1339,876
831,5890,-633,502,-1374,829
832,5890,-650,462,-1405,795
834,5890,-653,442,-1445,738
835,5890,-679,404,-1457,695
836,5890,-690,372,-1484,647
837,5890,-686,364,-1523,575
838,5890,-707,336,-1535,520
840,5890,-712,303,-1559,471
841,5890,-719,289,-1574,398
842,5890,-732,261,-1584,341
843,5890,-740,258,-1596,259
844,5890,-750,204,-1604,227
845,5890,-748,191,-1619,153
847,5890,-751,167,-1622,88
848,5890,-753,141,-1627,26
849,5890,-754,132,-1630,-52
850,5890,-764,87,-1621,-95
851,5890,-769,53,-1613,-148
853,5890,-767,20,-1604,-203
854,5890,-753,-8,-1610,-261
855,5890,-764,-27,-1587,-329
856,5890,-767,-60,-1568,-382
857,5890,-758,-98,-1559,-430
858,5890,-742,-121,-1548,-490
860,5890,-727,-146,-1539,-549
861,5890,-723,-171,-1516,-607
862,5890,-706,-203,-1502,-656
863,5890,-705,-234,-1470,-706
864,5497,-685,-261,-1569,-764
865,5497,-684,-290,-1532,-817
866,5497,-672,-309,-1502,-879
867,5497,-679,-343,-1451,-924
869,5497,-680,-364,-1402,-981
870,5890,-675,-385,-1255,-980
871,5890,-676,-403,-1201,-1032
872,5890,-653,-433,-1168,-1070
873,5890,-637,-446,-1128,-1122
874,5890,-605,-462,-1100,-1170
876,5890,-594,-478,-1046,-1212
877,5890,-562,-492,-1014,-1257
878,5890,-529,-511,-981,-1294
879,5890,-519,-528,-924,-1331
880,5890,-508,-545,-864,-1366
882,5890,-481,-562,-816,-1394
883,5890,-461,-581,-763,-1420
884,5890,-434,-596,-715,-1450
885,5890,-403,-611,-671,-1474
886,5890,-386,-615,-609,-1508
887,5890,-359,-631,-555,-1523
889,5890,-341,-648,-493,-1537
890,5890,-308,-661,-445,-1554
891,5890,-281,-667,-390,-1574
892,5890,-258,-679,-329,-1583
893,5890,-220,-692,-282,-1585
895,5890,-199,-688,-219,-1606
895,5890,-172,-702,-190,-1601
896,5890,-135,-692,-141,-1622
898,5890,-110,-698,-82,-1625
899,5497,-90,-707,-35,-1729
900,5497,-55,-707,18,-1733
901,5497,-42,-714,95,-1726
902,5497,-30,-734,173,-1702
904,5497,3,-731,228,-1699
905,5890,36,-747,283,-1557
906,5890,57,-755,346,-1534
907,5890,76,-740,411,-1532
908,5890,106,-715,464,-1538
909,5890,130,-719,523,-1511
911,5890,159,-714,574,-1484
912,5890,188,-696,625,-1474
913,5890,212,-684,680,-1454
914,5890,230,-670,739,-1433
915,5890,254,-662,792,-1403
917,5890,276,-649,843,-1371
917,5890,305,-635,863,-1357
918,5890,330,-614,910,-1333
920,5890,359,-612,951,-1288
921,5890,369,-602,1010,-1248
922,5497,385,-581,1118,-1310
923,5497,414,-566,1158,-1268
924,5497,447,-564,1191,-1212
926,5497,467,-546,1236,-1170
927,5497,491,-536,1274,-1116
928,5890,515,-535,1231,-964
929,5890,542,-532,1257,-902
930,5890,553,-487,1297,-879
931,5890,561,-455,1337,-842
933,5890,574,-420,1370,-806
934,5890,592,-399,1391,-752
935,5890,591,-371,1432,-706
936,5890,604,-358,1457,-643
937,5890,610,-329,1475,-621
938,5890,623,-296,1495,-577
939,5497,632,-284,1612,-561
940,5497,637,-274,1638,-488
942,5497,663,-251,1639,-427
943,5497,683,-244,1642,-349
944,5497,687,-233,1658,-274
945,5890,711,-213,1541,-174
946,5890,718,-180,1545,-124
948,5890,711,-157,1561,-63
949,5890,708,-127,1569,-9
950,5890,707,-101,1573,48
951,5890,700,-63,1575,95
952,5890,712,-39,1560,154
953,5890,692,-16,1573,215
954,5890,691,13,1568,240
955,5890,691,47,1557,289
957,5497,673,60,1669,365
958,5497,669,77,1657,434
959,5497,691,105,1615,491
960,5497,687,131,1595,549
961,5497,687,165,1569,599
962,5890,691,194,1423,624
964,5890,687,228,1394,667
965,5890,656,240,1391,730
966,5890,637,263,1372,781
967,5890,615,287,1354,831
968,5890,612,309,1309,878
970,5890,588,323,1288,933
970,5890,576,345,1268,957
971,5890,557,372,1237,996
973,5890,547,380,1196,1052
974,5497,539,407,1240,1150
975,5497,528,433,1192,1188
976,5497,519,447,1141,1237
977,5497,508,464,1089,1280
979,5497,508,487,1024,1315
980,5890,508,519,875,1255
981,5890,478,527,838,1296
982,5890,460,535,787,1335
983,5890,427,554,750,1360
984,5890,398,561,707,1394
985,5497,371,569,748,1502
986,5497,355,581,688,1530
988,5497,343,598,622,1549
989,5497,343,624,542,1558
990,5497,310,633,494,1580
991,5890,282,654,392,1481
992,5890,270,673,324,1485
993,5890,233,663,282,1514
995,5890,198,673,236,1521
996,5890,171,657,182,1550
997,5890,126,641,144,1573
998,5890,108,665,80,1557
999,5890,80,651,54,1573
1000,5890,53,661,0,1566
1001,5890,21,648,-49,1580
1003,5497,0,644,-101,1689
1004,5497,-22,643,-164,1685
1005,5497,-39,650,-232,1670
1006,5497,-58,667,-298,1643
1007,5497,-82,687,-359,1608
1008,5890,-99,686,-413,1475
1010,5890,-127,692,-463,1448
1011,5890,-142,680,-526,1436
1012,5890,-171,660,-549,1438
1013,5890,-193,654,-603,1416
1014,5497,-212,644,-690,1498
1015,5497,-235,633,-745,1475
1016,5497,-260,625,-797,1446
1017,5497,-285,615,-847,1416
1019,5497,-323,618,-883,1370
1020,5890,-333,617,-892,1221
1021,5890,-353,604,-938,1187
1022,5890,-378,589,-957,1169
1023,5890,-396,552,-1002,1155
1024,5890,-410,538,-1049,1116
1025,5497,-427,522,-1156,1163
1026,5497,-444,497,-1200,1130
1028,5497,-472,495,-1231,1070
1029,5497,-495,494,-1264,1008
1030,5497,-515,469,-1298,967
1031,5890,-534,446,-1245,844
1032,5890,-562,431,-1247,814
1033,5890,-567,412,-1285,765
1034,5890,-567,377,-1326,731
1035,5890,-571,355,-1360,682
1037,5497,-574,328,-1485,696
1038,5497,-578,313,-1517,635
1039,5497,-605,301,-1524,570
1040,5497,-635,273,-1525,519
1041,5497,-644,265,-1543,448
1042,5497,-646,253,-1555,405
1043,5497,-705,228,-1519,348
1045,5497,-663,217,-1580,277
1046,5497,-672,188,-1588,224
1047,5497,-676,179,-1598,149
1048,5890,-687,157,-1483,61
1049,5890,-701,134,-1474,4
1050,5890,-692,100,-1485,-42
1052,5890,-690,75,-1487,-96
1052,5890,-677,44,-1498,-119
1054,5497,-670,16,-1608,-166
1055,5497,-655,-4,-1617,-228
1056,5497,-669,-15,-1593,-301
1057,5497,-678,-45,-1570,-354
1058,5497,-683,-79,-1549,-403
1059,5890,-671,-99,-1426,-449
1061,5890,-667,-124,-1407,-500
1061,5890,-649,-154,-1409,-521
1063,5890,-629,-165,-1402,-584
1064,5890,-619,-203,-1381,-620
1065,5497,-601,-218,-1471,-711
1066,5497,-581,-231,-1456,-774
1067,5497,-587,-248,-1412,-831
1068,5497,-587,-282,-1371,-870
1070,5497,-580,-305,-1335,-918
1070,5497,-569,-323,-1313,-945
1072,5497,-571,-353,-1263,-984
1073,5497,-557,-361,-1226,-1042
1074,5497,-555,-376,-1176,-1092
1075,5497,-546,-405,-1130,-1125
1076,5890,-534,-423,-992,-1096
1078,5890,-522,-441,-946,-1133
1079,5890,-493,-506,-916,-1119
1079,5890,-469,-455,-898,-1203
1081,5890,-445,-462,-860,-1245
1082,5497,-413,-466,-901,-1368
1083,5497,-406,-487,-839,-1394
1084,5497,-344,-484,-832,-1442
1085,5497,-382,-530,-723,-1439
1087,5497,-365,-538,-666,-1470
1087,5497,-353,-568,-627,-1463
1089,5497,-330,-583,-575,-1482
1090,5497,-316,-603,-512,-1494
1091,5497,-292,-596,-458,-1530
1092,5497,-270,-623,-401,-1529
1093,5890,-248,-630,-300,-1437
1094,5890,-214,-633,-258,-1451
1095,5890,-194,-631,-226,-1463
1096,5890,-158,-625,-185,-1482
1098,5890,-131,-612,-134,-1505
1099,5497,-111,-615,-98,-1617
1100,5497,-89,-611,-38,-1627
1101,5497,-56,-615,10,-1626
1102,5497,-44,-623,53,-1619
1103,5497,-22,-643,113,-1598
1104,5497,-2,-644,176,-1590
1105,5497,14,-640,241,-1586
1107,5497,41,-644,296,-1570
1108,5497,65,-650,352,-1550
1109,5497,84,-652,414,-1532
1110,5497,107,-654,444,-1514
1111,5497,132,-651,498,-1495
1112,5497,154,-642,555,-1479
1113,5497,173,-648,613,-1446
1114,5497,200,-650,663,-1413
1116,5890,213,-634,688,-1285
1116,5890,241,-622,707,-1273
1118,5890,263,-606,753,-1251
1119,5890,275,-583,808,-1235
1120,5890,291,-575,857,-1201
1121,5497,308,-552,957,-1275
1122,5497,330,-519,1001,-1261
1123,5497,350,-516,1024,-1231
1124,5497,372,-516,1065,-1179
1125,5497,405,-506,1093,-1136
1127,5497,416,-505,1140,-1078
1128,5497,435,-495,1177,-1030
1129,5497,462,-476,1205,-988
1130,5497,475,-451,1227,-971
1131,5497,498,-425,1256,-934
1132,5497,510,-423,1290,-869
1133,5497,527,-405,1319,-820
1134,5497,541,-388,1349,-768
1136,5497,563,-367,1367,-719
1136,5497,567,-347,1389,-691
1138,5497,580,-328,1411,-637
1139,5497,590,-319,1434,-572
1140,5497,594,-288,1462,-527
1141,5497,595,-274,1489,-465
1142,5497,612,-263,1497,-399
1143,5497,626,-244,1496,-365
1144,5497,635,-221,1508,-309
1145,5497,635,-196,1526,-255
1147,5497,645,-191,1530,-180
1148,5497,659,-167,1527,-124
1149,5890,649,-136,1433,-50
1150,5890,648,-114,1437,-20
1151,5890,645,-92,1441,34
1152,5890,639,-55,1447,74
1153,5890,623,-39,1460,134
1154,5497,608,-30,1578,198
1155,5497,603,0,1578,222
1156,5497,619,22,1552,279
1158,5497,616,44,1543,337
1159,5497,637,79,1506,380
1160,5497,621,101,1502,437
1161,5497,619,111,1481,505
1162,5497,617,138,1468,529
1163,5497,610,169,1449,574
1164,5497,610,184,1420,634
1165,5497,608,209,1388,683
1167,5497,602,231,1360,733
1167,5497,591,256,1346,756
1169,5497,582,272,1316,810
1170,5497,561,287,1296,864
1171,5497,549,311,1262,906
1172,5497,547,318,1218,965
1173,5497,533,355,1200,971
1174,5497,513,365,1170,1023
1175,5497,548,399,1082,1050
1176,5497,507,401,1067,1105
1178,5497,482,410,1035,1153
1179,5497,471,424,988,1193
1180,5497,454,449,964,1203
1181,5497,447,456,909,1248
1182,5497,430,468,861,1282
1183,5497,421,491,804,1305
1184,5497,404,502,754,1337
1185,5497,377,514,735,1353
1186,5497,349,526,694,1381
1187,5497,343,533,627,1408
1189,5497,317,548,581,1427
1190,5497,298,555,526,1452
1191,5497,282,577,493,1450
1192,5497,255,572,445,1481
1193,5497,247,589,376,1486
1194,5497,202,592,344,1505
1195,5497,200,604,269,1511
1196,5497,173,606,244,1520
1197,5497,144,602,195,1537
1198,5497,125,610,134,1537
1200,5497,98,614,82,1542
1201,5497,73,608,27,1553
1202,5497,55,632,-6,1530
1203,5497,31,625,-62,1537
1204,5497,5,619,-116,1538
1205,5497,-12,619,-176,1532
1206,5497,-23,611,-218,1534
1207,5497,-60,617,-259,1519
1208,5497,-75,629,-323,1493
1209,5497,-93,699,-382,1403
1211,5497,-108,625,-443,1457
1211,5497,-134,596,-468,1473
1213,5497,-152,602,-526,1443
1214,5497,-166,589,-587,1429
1215,5497,-192,583,-634,1404
1216,5497,-216,581,-681,1374
1217,5497,-240,583,-705,1348
1218,5497,-253,569,-763,1326
1219,5497,-273,556,-811,1300
1220,5497,-285,554,-865,1259
1221,5497,-308,554,-886,1230
1222,5497,-329,536,-930,1202
1224,5497,-353,519,-968,1172
1225,5497,-371,501,-1011,1140
1226,5497,-393,499,-1047,1088
1227,5497,-406,486,-1072,1065
1228,5497,-426,468,-1107,1027
1229,5497,-432,444,-1155,993
1230,5497,-451,439,-1188,939
1231,5105,-474,420,-1276,996
1232,5105,-485,391,-1317,961
1233,5105,-505,395,-1346,889
1235,5105,-530,394,-1366,822
1235,5105,-554,371,-1372,799
1237,5497,-577,356,-1297,677
1238,5497,-597,345,-1313,618
1239,5497,-592,331,-1351,561
1240,5497,-589,310,-1385,509
1241,5497,-595,281,-1398,489
1242,5497,-605,253,-1412,442
1243,5497,-596,242,-1445,378
1244,5497,-610,232,-1452,313
1245,5497,-616,201,-1458,293
1246,5497,-626,183,-1463,234
1248,5497,-626,168,-1474,171
1249,5497,-629,146,-1483,115
1250,5497,-632,124,-1484,85
1251,5497,-629,99,-1494,32
1252,5497,-632,89,-1493,-35
1253,5497,-641,60,-1482,-84
1254,5497,-639,40,-1480,-143
1255,5497,-638,12,-1478,-167
1256,5497,-631,-2,-1477,-230
1257,5497,-628,-18,-1470,-291
1259,5497,-630,-41,-1452,-345
1259,5497,-618,-62,-1453,-375
1261,5497,-616,-90,-1438,-423
1262,5497,-614,-108,-1419,-480
1263,5497,-607,-132,-1403,-530
1264,5105,-601,-156,-1500,-581
1265,5105,-589,-180,-1484,-634
1266,5105,-604,-193,-1437,-697
1267,5105,-607,-223,-1401,-742
1268,5105,-609,-253,-1375,-761
1269,5497,-600,-271,-1241,-770
1270,5497,-594,-292,-1207,-815
1272,5497,-583,-311,-1175,-862
1272,5497,-561,-328,-1167,-887
1273,5497,-540,-336,-1142,-942
1275,5497,-528,-353,-1103,-983
1276,5497,-508,-359,-1072,-1036
1277,5497,-505,-390,-1040,-1044
1278,5497,-478,-399,-1013,-1090
1279,5497,-471,-405,-964,-1137
1280,5497,-460,-418,-914,-1174
1281,5497,-445,-435,-890,-1190
1282,5497,-430,-451,-844,-1222
1283,5497,-405,-453,-806,-1266
1284,5497,-392,-475,-754,-1287
1285,5105,-380,-487,-790,-1390
1286,5105,-369,-501,-732,-1418
1288,5105,-353,-583,-676,-1376
1289,5105,-344,-537,-613,-1459
1290,5105,-333,-554,-574,-1465
1291,5497,-325,-573,-454,-1377
1292,5497,-300,-598,-407,-1380
1293,5497,-267,-587,-366,-1414
1294,5497,-241,-585,-342,-1430
1295,5497,-223,-598,-285,-1437
1296,5497,-202,-593,-230,-1457
1297,5497,-181,-605,-175,-1458
1298,5497,-155,-597,-150,-1474
1299,5497,-126,-583,-103,-1498
1301,5497,-90,-596,-62,-1492
1302,5497,-73,-602,-1,-1486
1303,5497,-62,-600,37,-1490
1304,5497,-38,-600,90,-1489
1305,5497,-16,-594,145,-1491
1306,5497,2,-588,203,-1490
1307,5105,25,-598,232,-1586
1308,5105,41,-594,297,-1579
1309,5105,71,-608,346,-1553
1310,5105,82,-598,388,-1553
1311,5105,110,-619,439,-1513
1312,5497,116,-640,490,-1358
1314,5497,151,-633,528,-1341
1314,5497,166,-617,561,-1339
1315,5497,181,-617,617,-1310
1317,5497,201,-595,667,-1301
1317,5105,212,-578,740,-1400
1319,5105,247,-566,777,-1377
1320,5105,260,-576,835,-1328
1321,5105,291,-562,873,-1301
1322,5105,297,-576,913,-1258
1323,5497,319,-559,901,-1130
1324,5497,344,-556,937,-1086
1325,5497,357,-533,984,-1060
1326,5497,383,-512,996,-1047
1327,5497,396,-481,1039,-1026
1328,5497,397,-481,1090,-970
1329,5497,421,-457,1100,-956
1330,5497,425,-436,1147,-920
1332,5497,441,-422,1179,-874
1333,5497,448,-407,1219,-828
1334,5105,469,-374,1310,-895
1335,5105,481,-352,1345,-851
1336,5105,498,-360,1372,-775
1337,5105,508,-346,1389,-743
1338,5105,537,-324,1398,-695
1339,5497,554,-320,1321,-568
1340,5497,569,-307,1337,-511
1341,5497,570,-282,1354,-489
1342,5497,564,-274,1386,-425
1343,5497,573,-242,1402,-384
1344,5105,573,-223,1519,-396
1345,5105,569,-189,1545,-354
1347,5105,594,-187,1539,-278
1348,5105,616,-175,1533,-211
1348,5105,614,-156,1544,-177
1350,5497,635,-147,1423,-82
1351,5497,641,-129,1423,-24
1352,5497,635,-108,1431,5
1353,5497,626,-76,1441,50
1354,5497,571,-69,1496,118
1355,5104,623,-40,1553,134
1356,5104,609,-21,1562,195
1357,5104,641,3,1523,250
1358,5104,632,23,1521,310
1359,5104,633,50,1511,335
1360,5497,645,75,1371,377
1361,5497,642,98,1355,427
1362,5497,626,112,1356,461
1363,5497,609,148,1350,498
1365,5497,597,144,1336,573
1366,5497,569,166,1334,622
1367,5497,567,208,1316,626
