AngMes,VelMes,i_a,i_b,u_a,u_b
118,2356,284,-462,589,-788
118,2356,290,-447,599,-793
119,2356,298,-490,622,-728
119,2356,310,-448,625,-759
120,2356,323,-446,627,-750
121,2748,338,-441,574,-641
121,2748,350,-449,575,-621
121,2748,353,-426,584,-633
122,2748,351,-412,599,-635
122,2748,360,-405,615,-618
123,2356,362,-391,699,-705
123,2356,355,-391,720,-692
124,2356,380,-389,721,-669
124,2356,383,-399,732,-645
125,2356,400,-384,728,-647
126,2748,406,-384,666,-540
126,2748,424,-378,659,-533
126,2748,412,-431,682,-466
127,2748,412,-353,692,-530
128,2748,421,-345,704,-511
128,2356,416,-329,806,-585
128,2356,417,-326,817,-574
129,2356,430,-320,826,-550
130,2356,447,-324,819,-530
130,2356,455,-318,822,-521
130,2356,464,-326,825,-499
131,2356,469,-309,840,-484
132,2356,483,-313,835,-464
132,2356,487,-304,842,-457
133,2356,495,-298,852,-431
133,2748,502,-298,757,-356
133,2748,508,-285,759,-353
134,2748,499,-284,783,-323
135,2748,499,-274,789,-316
135,2748,494,-258,801,-316
136,2748,491,-236,817,-306
136,2748,488,-233,825,-292
137,2748,480,-220,839,-289
137,2748,480,-220,845,-273
138,2748,482,-211,854,-249
138,2356,481,-182,966,-304
139,2356,488,-180,965,-287
139,2356,503,-184,962,-248
140,2356,517,-184,954,-231
140,2356,539,-178,938,-218
141,2748,535,-177,843,-150
141,2748,543,-170,838,-140
142,2748,535,-154,850,-138
143,2748,536,-136,855,-122
143,2748,529,-135,864,-106
143,2356,520,-123,986,-126
144,2356,513,-112,997,-118
144,2356,527,-104,989,-89
145,2356,539,-104,980,-71
145,2356,548,-105,973,-50
146,2748,566,-87,848,-16
146,2748,560,-77,854,-9
147,2748,548,-62,867,-6
148,2748,547,-57,868,23
148,2748,537,-45,878,28
148,2356,529,-46,998,40
149,2356,527,-36,1001,68
150,2356,539,-25,990,76
150,2356,543,-6,985,76
151,2356,560,5,967,101
151,2748,561,0,852,122
152,2748,567,16,844,124
152,2748,551,26,857,131
153,2748,543,39,860,152
153,2748,537,43,863,165
153,2356,522,51,988,186
154,2356,513,54,992,220
155,2356,529,71,972,221
155,2356,537,73,961,238
156,2356,550,90,941,258
156,2748,547,100,830,245
157,2748,496,89,876,274
157,2748,542,118,820,278
158,2748,536,138,820,275
158,2748,525,150,827,279
159,2748,510,144,828,317
159,2748,501,155,831,323
160,2748,493,157,834,337
161,2748,493,172,821,354
161,2748,483,182,823,361
161,2356,478,169,928,428
162,2356,473,178,919,453
163,2356,482,198,903,450
163,2356,494,215,884,451
164,2356,495,217,866,483
164,2748,496,242,755,427
164,2748,578,296,663,388
165,2748,493,249,739,449
166,2748,461,244,753,484
166,2748,452,253,754,491
166,2356,455,259,839,554
167,2356,451,264,824,580
168,2356,454,273,811,587
168,2356,452,290,803,586
169,2356,465,290,769,617
169,2748,459,309,671,550
170,2748,462,321,656,552
170,2748,454,327,642,573
171,2748,441,324,643,589
171,2748,426,326,647,600
172,2748,408,330,640,621
172,2748,452,362,584,601
173,2748,393,351,631,624
174,2748,385,334,615,666
174,2748,376,340,611,673
174,2356,367,346,690,756
175,2356,364,359,666,769
175,2356,373,372,644,769
176,2356,375,391,629,763
177,2356,380,398,595,781
177,2748,380,406,505,701
177,2748,360,420,511,697
178,2748,362,425,482,713
179,2748,346,414,482,735
179,2748,335,410,480,749
180,2748,318,414,466,763
180,2748,308,420,462,766
181,2748,307,412,449,783
181,2748,295,426,431,788
182,2748,290,422,420,800
182,2356,278,433,478,893
183,2356,267,437,458,908
183,2356,271,454,437,899
184,2356,262,464,430,899
185,2356,260,474,399,905
185,2748,258,486,330,803
185,2748,254,495,319,800
186,2748,243,493,313,809
186,2748,226,482,299,833
187,2748,212,481,296,840
187,2356,280,531,257,899
188,2356,188,487,313,956
188,2356,185,493,300,956
189,2356,174,499,293,957
190,2356,174,514,257,953
190,2748,203,545,173,822
190,2748,159,527,201,843
191,2748,144,522,182,856
192,2748,142,518,166,864
192,2748,127,508,165,878
193,2748,116,508,142,883
193,2748,107,507,133,887
194,2748,96,504,128,892
194,2748,91,506,98,896
195,2748,77,507,95,896
195,2356,46,541,128,975
196,2356,65,504,72,1016
196,2356,62,512,57,1011
197,2356,59,531,41,994
197,2356,48,528,34,999
198,2748,31,536,4,881
198,2748,17,558,1,859
199,2748,15,551,-13,865
199,2748,4,539,-38,876
200,2748,8,537,-58,877
200,2356,-51,516,-14,1010
201,2356,-21,519,-82,1006
201,2356,-22,537,-100,987
202,2356,-30,545,-110,978
203,2356,-44,557,-133,963
203,2748,-45,556,-142,849
203,2748,-52,567,-152,835
204,2748,-64,550,-175,847
205,2748,-79,537,-177,856
205,2748,-90,539,-183,850
206,2748,-93,534,-213,846
206,2748,-89,529,-235,847
207,2748,-107,523,-233,848
207,2748,-108,510,-265,852
208,2748,-126,510,-264,848
208,2356,-142,503,-290,959
208,2356,-152,502,-299,956
209,2356,-155,504,-331,943
210,2356,-155,516,-349,925
210,2356,-174,514,-348,921
211,2748,-230,512,-291,804
211,2748,-186,539,-351,770
212,2748,-187,529,-366,773
212,2748,-200,516,-384,771
213,2748,-203,496,-396,783
213,2356,-213,484,-446,892
214,2356,-219,482,-474,878
214,2356,-235,486,-474,866
215,2356,-243,493,-483,850
216,2356,-262,502,-497,824
216,2748,-269,506,-454,711
216,2748,-278,511,-459,696
217,2748,-278,488,-473,709
218,2748,-281,469,-500,709
218,2748,-292,457,-502,711
218,2356,-284,448,-584,805
219,2356,-301,439,-598,794
219,2356,-317,447,-597,775
220,2356,-337,447,-592,764
221,2356,-335,454,-624,734
221,2748,-351,446,-555,640
221,2748,-353,443,-565,631
222,2748,-352,440,-592,611
223,2748,-358,423,-599,616
223,2748,-365,419,-604,608
224,2748,-373,391,-619,610
224,2748,-377,382,-628,607
225,2748,-372,368,-644,609
225,2748,-372,362,-667,589
226,2748,-375,358,-676,580
226,2356,-386,350,-757,654
227,2356,-396,338,-760,653
227,2356,-413,340,-767,623
228,2356,-421,353,-771,596
228,2356,-435,357,-768,577
229,2748,-451,337,-689,496
229,2748,-455,348,-693,471
230,2748,-450,323,-709,481
230,2748,-447,309,-730,466
231,2748,-444,314,-742,447
231,2356,-451,301,-836,510
232,2356,-448,298,-859,481
232,2356,-458,287,-859,476
233,2356,-483,286,-843,462
234,2356,-488,279,-857,436
234,2748,-498,279,-759,363
234,2748,-512,274,-752,353
235,2748,-510,254,-767,341
236,2748,-499,255,-785,324
236,2748,-492,246,-799,317
236,2356,-489,225,-909,371
237,2356,-494,220,-919,342
238,2356,-510,217,-910,327
238,2356,-519,214,-909,314
239,2356,-519,211,-922,281
239,2748,-535,213,-806,222
239,2748,-542,199,-804,218
240,2748,-537,188,-818,196
241,2748,-525,181,-835,186
241,2748,-528,167,-835,184
242,2748,-530,141,-839,175
242,2748,-520,148,-853,151
243,2748,-512,137,-864,145
243,2748,-510,138,-872,111
244,2748,-527,115,-858,117
244,2356,-514,114,-983,123
245,2356,-508,94,-995,106
245,2356,-517,96,-989,86
246,2356,-542,88,-967,75
247,2356,-549,96,-964,30
247,2748,-560,93,-844,1
247,2748,-570,72,-833,4
248,2748,-537,69,-867,-27
249,2748,-554,31,-851,-6
249,2748,-544,37,-860,-29
249,2356,-533,34,-984,-38
250,2356,-529,27,-987,-68
250,2356,-540,18,-977,-78
251,2356,-553,6,-963,-85
252,2356,-562,-1,-952,-114
252,2748,-562,-9,-838,-121
252,2748,-563,-26,-835,-121
253,2748,-555,-31,-838,-150
254,2748,-555,-41,-835,-157
254,2748,-542,-49,-845,-166
255,2748,-528,-60,-852,-189
255,2748,-516,-64,-860,-202
256,2748,-520,-78,-853,-205
256,2748,-512,-92,-853,-224
257,2748,-502,-80,-858,-253
257,2356,-500,-99,-967,-273
258,2356,-501,-113,-957,-295
258,2356,-516,-125,-937,-302
259,2356,-530,-134,-918,-310
259,2356,-534,-138,-910,-325
260,2748,-533,-154,-792,-312
260,2748,-539,-163,-779,-319
261,2748,-521,-177,-790,-320
261,2748,-510,-182,-788,-347
262,2748,-499,-178,-792,-367
262,2356,-491,-182,-899,-419
263,2356,-486,-188,-889,-447
263,2356,-491,-200,-877,-452
264,2356,-500,-215,-860,-454
265,2356,-502,-223,-842,-479
265,2748,-502,-225,-731,-446
265,2748,-499,-244,-726,-441
266,2748,-496,-259,-711,-456
267,2748,-480,-263,-718,-466
267,2748,-467,-179,-721,-566
267,2356,-457,-270,-820,-545
268,2356,-457,-288,-800,-559
269,2356,-451,-287,-796,-575
269,2356,-466,-297,-771,-580
270,2356,-465,-302,-750,-606
270,2748,-469,-303,-642,-556
271,2748,-462,-324,-638,-549
271,2748,-451,-324,-627,-575
272,2748,-437,-325,-629,-587
272,2748,-432,-320,-622,-605
273,2748,-414,-331,-616,-618
273,2748,-411,-328,-607,-634
274,2748,-404,-337,-602,-637
274,2748,-389,-350,-593,-648
275,2748,-385,-340,-583,-670
275,2356,-379,-343,-658,-757
276,2356,-369,-357,-656,-756
276,2356,-377,-373,-620,-765
277,2356,-376,-387,-608,-764
277,2356,-382,-399,-588,-765
278,2748,-371,-395,-495,-708
278,2748,-370,-418,-482,-695
279,2748,-359,-413,-479,-710
280,2748,-345,-409,-465,-734
280,2748,-339,-405,-456,-747
280,2356,-331,-416,-518,-836
281,2356,-325,-423,-493,-850
282,2356,-319,-424,-483,-860
282,2356,-317,-441,-470,-853
283,2356,-315,-458,-440,-856
283,2748,-305,-460,-374,-768
283,2748,-304,-466,-359,-769
284,2748,-294,-464,-354,-779
285,2748,-277,-452,-339,-806
285,2748,-256,-459,-345,-807
285,2356,-255,-470,-383,-902
286,2356,-237,-458,-367,-931
287,2356,-237,-486,-350,-910
287,2356,-232,-489,-339,-914
288,2356,-232,-489,-305,-929
288,2748,-228,-509,-247,-812
289,2748,-221,-506,-237,-820
289,2748,-198,-508,-227,-829
290,2748,-198,-498,-211,-843
290,2748,-180,-496,-212,-850
291,2356,-178,-508,-234,-949
291,2356,-158,-491,-218,-976
292,2356,-157,-497,-201,-975
292,2356,-151,-509,-189,-969
293,2356,-133,-527,-170,-959
293,2748,-137,-531,-122,-850
294,2748,-132,-544,-109,-839
294,2748,-113,-531,-94,-858
295,2748,-107,-519,-82,-871
295,2748,-101,-525,-71,-867
296,2748,-89,-508,-49,-886
296,2748,-73,-516,-47,-880
297,2748,-69,-516,-35,-881
298,2748,-58,-512,-11,-887
298,2748,-59,-506,6,-893
298,2356,-41,-502,-4,-1010
299,2356,-28,-504,1,-1009
300,2356,-24,-510,35,-1004
300,2356,-15,-522,44,-993
300,2356,-7,-534,54,-981
301,2748,-1,-552,85,-849
302,2748,1,-574,100,-826
302,2748,10,-548,108,-849
303,2748,28,-539,125,-854
303,2748,26,-533,143,-858
304,2356,37,-519,158,-982
304,2356,45,-514,168,-985
305,2356,57,-522,193,-972
305,2356,59,-533,210,-959
305,2356,71,-548,216,-941
306,2748,90,-552,335,-1552
307,2748,90,-554,362,-1551
307,2748,112,-631,367,-1474
308,2748,141,-707,390,-1391
308,2748,157,-768,402,-1327
309,2356,175,-817,440,-1401
309,2356,191,-861,481,-1345
310,2356,217,-905,482,-1297
310,2356,234,-949,494,-1247
311,2356,260,-972,524,-1209
311,2748,277,-988,504,-1095
312,2748,290,-1016,518,-1059
313,2748,318,-1001,542,-1056
313,2748,335,-993,552,-1055
313,2748,345,-996,567,-1042
314,2748,365,-995,605,-1035
315,2748,375,-995,622,-1025
315,2748,396,-990,627,-1020
316,2748,379,-967,694,-1019
316,2748,425,-972,674,-1002
317,2748,450,-968,706,-993
317,2748,472,-949,710,-1000
318,2748,496,-947,734,-974
318,2748,583,-887,672,-1021
319,2748,526,-935,754,-959
320,2748,530,-933,805,-944
320,2748,543,-916,817,-946
321,2748,573,-903,835,-926
321,2748,637,-871,794,-943
322,2748,611,-886,866,-893
322,2748,625,-880,885,-894
323,2748,641,-857,915,-882
324,2748,660,-860,918,-861
324,2748,678,-846,944,-837
325,2748,705,-821,939,-844
325,3141,720,-813,898,-740
326,3141,730,-797,909,-737
327,3141,745,-780,933,-714
327,3141,762,-744,934,-730
328,3141,767,-731,967,-703
328,2748,772,-708,1076,-789
329,2748,785,-695,1102,-758
329,2748,801,-677,1106,-754
330,2748,835,-663,1108,-722
331,2748,860,-653,1120,-686
331,3141,874,-648,1044,-611
332,3141,891,-633,1058,-578
333,3141,898,-624,1067,-564
333,3141,908,-594,1088,-546
334,3141,901,-579,1124,-512
335,3141,903,-566,1148,-508
335,3141,915,-547,1164,-477
336,3141,924,-520,1169,-479
336,3141,935,-515,1184,-432
337,3141,945,-502,1198,-393
338,3141,949,-492,1219,-383
338,3141,956,-468,1235,-354
339,3141,959,-445,1253,-322
340,3141,970,-439,1254,-301
340,3141,980,-420,1263,-266
341,3534,989,-410,1178,-190
342,3534,989,-381,1186,-191
342,3534,993,-358,1196,-160
343,3534,987,-337,1216,-127
344,3534,989,-319,1227,-90
344,3141,976,-294,1367,-115
345,3141,983,-263,1373,-88
346,3141,987,-260,1379,-32
347,3141,958,-269,1418,34
347,3141,1016,-225,1366,20
348,3534,1038,-193,1250,58
349,3534,1042,-163,1249,85
349,3534,1044,-146,1251,125
350,3534,1020,-133,1276,141
351,3534,1017,-90,1280,155
351,3534,1019,-74,1288,196
352,3534,1020,-48,1285,227
353,3534,1005,-47,1297,284
353,3534,1012,6,1289,259
354,3534,999,33,1297,290
355,3534,990,57,1310,324
356,3534,996,74,1296,364
357,3534,996,101,1286,394
357,3534,990,126,1288,398
358,3534,985,160,1281,420
358,3534,977,175,1287,464
359,3534,966,198,1283,498
360,3534,962,217,1272,535
361,3534,976,238,1241,569
362,3534,962,271,1237,592
362,3927,958,289,1123,593
363,3927,945,317,1126,592
364,3927,916,339,1133,621
364,3927,898,361,1128,650
365,3927,885,385,1117,676
366,3534,873,399,1214,765
367,3534,862,411,1197,806
368,3534,871,443,1160,826
368,3534,861,462,1141,859
369,3534,868,489,1102,882
370,3927,861,505,990,859
371,3927,858,536,959,874
371,3927,840,551,944,904
372,3927,813,552,935,948
373,3927,798,575,914,968
373,3534,780,587,1008,1057
374,3534,762,610,986,1079
375,3534,760,624,948,1110
376,3534,755,640,911,1137
377,3534,753,667,871,1153
377,3927,747,680,762,1106
378,3927,731,699,734,1126
379,3927,717,713,703,1149
380,3927,686,719,688,1179
381,3927,672,728,632,1222
382,4319,646,730,547,1166
382,4319,616,755,531,1172
383,4319,584,751,515,1204
384,4319,556,765,494,1218
385,4319,517,767,484,1243
386,3927,494,772,515,1368
386,3927,458,777,500,1390
387,3927,438,790,467,1402
388,3927,427,817,424,1399
389,3927,400,829,397,1410
390,3926,384,851,361,1417
390,3926,367,859,322,1429
391,3926,343,882,291,1424
392,3926,317,892,260,1432
393,3926,294,888,227,1452
394,4319,268,908,141,1348
395,4319,253,925,100,1342
395,4319,220,910,77,1366
396,4319,180,905,61,1380
397,4319,147,906,38,1385
398,3927,117,890,26,1525
399,3927,100,902,-15,1519
400,3927,76,911,-80,1514
401,3927,60,918,-125,1509
401,3927,32,937,-156,1490
402,4319,69,996,-252,1323
403,4319,-18,951,-221,1365
404,4319,-56,943,-240,1368
404,4319,-70,916,-283,1389
406,4319,-83,919,-355,1372
406,4319,-105,921,-390,1365
407,4319,-126,921,-426,1354
408,4319,-154,905,-454,1358
409,4319,-169,899,-495,1350
410,4319,-188,904,-559,1320
411,4319,-206,893,-599,1319
412,4319,-241,871,-619,1322
412,4319,-262,884,-652,1288
413,4319,-282,877,-686,1274
414,4319,-307,875,-741,1240
415,4319,-325,859,-778,1236
416,4319,-345,850,-810,1219
417,4319,-376,847,-831,1194
418,4319,-400,826,-882,1171
419,4319,-420,812,-912,1154
419,4319,-451,808,-934,1131
420,4319,-475,790,-958,1116
421,4319,-509,776,-994,1077
422,4319,-519,767,-1031,1049
423,4319,-542,746,-1053,1033
424,4712,-558,736,-1033,901
425,4712,-582,715,-1050,883
426,4712,-597,679,-1074,879
426,4712,-618,653,-1092,864
428,4712,-630,629,-1136,825
428,4319,-633,600,-1255,889
429,4319,-656,579,-1271,865
430,4319,-690,547,-1290,826
431,4319,-704,541,-1311,784
432,4319,-720,529,-1329,747
433,4712,-747,522,-1259,619
434,4712,-765,502,-1269,589
435,4712,-774,471,-1287,571
436,4712,-781,449,-1318,516
437,4712,-787,437,-1336,477
437,4319,-792,399,-1460,514
439,4319,-799,388,-1487,442
439,4319,-827,368,-1481,407
440,4319,-848,350,-1480,368
441,4319,-849,364,-1506,268
442,4712,-871,319,-1397,222
443,4712,-877,295,-1410,162
444,4712,-870,278,-1429,123
445,4712,-884,261,-1425,82
446,4712,-875,229,-1447,29
447,4712,-883,190,-1448,11
448,4712,-877,173,-1461,-58
449,4712,-883,159,-1459,-102
450,4712,-877,119,-1467,-120
451,4712,-881,90,-1463,-178
452,4712,-876,71,-1469,-217
453,4712,-878,39,-1461,-271
454,4712,-869,24,-1465,-315
455,4712,-874,-13,-1450,-363
455,4712,-873,-43,-1443,-390
456,4712,-867,-71,-1441,-420
457,4712,-858,-92,-1431,-485
458,4712,-855,-119,-1421,-515
459,4712,-856,-160,-1397,-558
460,4712,-842,-184,-1394,-590
461,5105,-826,-215,-1275,-609
462,5105,-827,-235,-1254,-641
463,5105,-799,-261,-1249,-692
464,5105,-785,-293,-1239,-710
465,5105,-760,-309,-1226,-769
466,4712,-738,-334,-1325,-842
467,4712,-726,-351,-1294,-901
468,4712,-727,-376,-1264,-926
469,4712,-718,-326,-1225,-1051
470,4712,-720,-426,-1190,-999
471,5105,-719,-468,-1047,-965
472,5105,-708,-481,-1022,-996
473,5105,-687,-494,-988,-1046
474,5105,-682,-504,-956,-1077
475,5105,-644,-514,-934,-1128
476,4712,-635,-526,-987,-1233
477,4712,-615,-546,-942,-1273
478,4712,-604,-575,-908,-1284
479,4712,-592,-588,-851,-1326
480,4712,-578,-606,-819,-1346
481,5105,-568,-638,-689,-1278
482,5105,-549,-656,-660,-1290
483,5105,-526,-663,-611,-1327
484,5105,-503,-680,-584,-1339
485,5105,-469,-678,-543,-1381
486,5105,-450,-684,-486,-1412
487,5105,-414,-690,-470,-1430
488,5105,-387,-697,-418,-1455
489,5105,-350,-702,-403,-1470
490,5105,-330,-726,-342,-1474
491,4712,-310,-734,-348,-1591
492,4712,-284,-731,-288,-1619
493,4712,-257,-769,-228,-1602
494,4712,-242,-770,-185,-1615
495,4712,-214,-790,-125,-1611
496,5105,-183,-801,-75,-1500
497,5105,-159,-818,-15,-1492
498,5105,-139,-815,50,-1502
499,5105,-107,-813,75,-1506
500,5105,-66,-799,119,-1521
501,5105,-39,-799,150,-1520
502,5105,-17,-794,213,-1520
503,5105,15,-851,265,-1455
504,5105,31,-792,306,-1509
505,5105,49,-780,373,-1507
506,5105,77,-784,401,-1494
507,5105,98,-775,464,-1485
508,5105,117,-780,529,-1459
509,5105,146,-771,555,-1453
510,5105,173,-767,610,-1431
512,5497,191,-770,641,-1290
512,5497,220,-752,662,-1287
514,5497,233,-740,724,-1265
515,5497,255,-719,776,-1249
516,5497,276,-699,803,-1244
517,5105,298,-689,901,-1314
518,5105,321,-661,929,-1313
519,5105,344,-654,978,-1274
520,5105,369,-646,1025,-1234
521,5105,392,-655,1048,-1191
522,5105,428,-623,1080,-1170
523,5105,448,-631,1126,-1107
524,5105,469,-608,1149,-1092
525,5105,488,-597,1192,-1043
526,5105,517,-579,1224,-999
527,5497,530,-562,1188,-871
528,5497,541,-556,1213,-835
529,5497,571,-504,1233,-821
530,5497,575,-481,1277,-777
531,5497,571,-465,1312,-747
532,5105,591,-376,1426,-832
534,5105,607,-404,1456,-730
534,5105,628,-397,1463,-687
536,5105,649,-387,1482,-621
537,5105,664,-368,1504,-560
538,5497,696,-336,1404,-463
539,5497,691,-340,1428,-407
540,5497,690,-322,1456,-346
541,5497,678,-286,1492,-303
542,5497,692,-256,1492,-280
543,5105,696,-248,1614,-238
544,5105,685,-213,1643,-189
545,5105,707,-194,1636,-121
546,5105,728,-192,1624,-66
547,5105,753,-142,1609,-29
549,5497,755,-133,1500,62
550,5497,766,-110,1491,123
551,5497,746,-89,1510,158
552,5497,746,-46,1507,198
553,5497,738,-29,1508,264
554,5497,733,-6,1501,324
555,5497,717,23,1510,349
556,5497,716,49,1497,405
557,5497,707,82,1487,454
558,5497,703,100,1472,517
560,5497,694,135,1454,561
560,5497,677,163,1455,586
562,5497,664,182,1440,646
563,5497,664,207,1409,697
564,5497,653,232,1386,749
565,5105,636,252,1483,821
566,5105,628,278,1452,873
567,5105,622,303,1416,924
568,5105,636,330,1357,973
569,5105,644,357,1301,1020
570,5497,635,381,1181,984
571,5497,633,407,1131,1024
573,5497,621,441,1090,1055
574,5497,587,430,1068,1127
575,5497,568,452,1029,1166
576,5890,551,466,898,1133
577,5890,537,481,872,1153
578,5890,501,497,847,1187
579,5890,483,499,802,1233
580,5890,452,503,769,1276
582,5497,420,506,801,1403
582,5497,397,518,778,1421
584,5497,382,548,721,1435
585,5497,438,598,591,1425
586,5497,360,576,594,1484
587,5497,332,588,544,1505
588,5497,312,597,487,1528
589,5497,288,611,460,1534
590,5497,261,625,407,1547
591,5497,240,642,348,1555
593,5497,223,654,283,1561
594,5497,200,655,225,1578
595,5497,172,662,170,1586
596,5497,148,673,111,1588
597,5497,117,668,87,1599
598,5497,96,669,25,1602
599,5497,67,681,-30,1594
600,5497,45,667,-91,1609
602,5497,18,681,-148,1593
603,5497,-3,682,-210,1587
604,5890,-32,680,-259,1464
605,5890,-50,685,-294,1451
606,5890,-80,669,-342,1453
607,5890,-87,658,-413,1447
608,5890,-117,638,-461,1447
609,5497,-137,638,-540,1532
611,5497,-154,625,-602,1520
612,5497,-179,627,-656,1489
613,5497,-206,630,-707,1455
614,5497,-236,637,-728,1426
615,5497,-257,626,-781,1398
616,5497,-290,614,-823,1372
617,5497,-301,620,-885,1324
618,5497,-321,602,-936,1298
620,5497,-336,589,-991,1264
621,5890,-365,580,-967,1125
622,5890,-385,573,-1008,1082
623,5890,-432,574,-1021,1028
624,5890,-408,525,-1083,1041
625,5890,-418,501,-1131,1009
626,5497,-442,465,-1234,1067
627,5497,-452,449,-1281,1022
629,5497,-478,456,-1309,951
630,5497,-495,424,-1343,917
631,5497,-513,410,-1374,863
632,5890,-539,393,-1302,740
633,5890,-557,373,-1323,691
635,5890,-562,350,-1356,644
635,5890,-556,326,-1386,621
637,5890,-569,293,-1407,582
638,5497,-571,282,-1532,570
639,5497,-578,261,-1556,514
640,5497,-590,244,-1572,451
641,5497,-605,232,-1582,385
642,5497,-631,226,-1579,309
644,5890,-642,217,-1476,203
645,5890,-655,191,-1477,151
646,5890,-646,163,-1496,99
647,5890,-645,135,-1505,48
648,5890,-641,110,-1515,-5
649,5890,-632,77,-1521,-52
651,5890,-624,64,-1528,-118
651,5890,-618,36,-1532,-144
653,5890,-612,7,-1533,-194
654,5890,-616,-9,-1522,-256
655,5497,-616,-31,-1619,-320
656,5497,-618,-58,-1604,-375
657,5497,-616,-63,-1590,-451
659,5497,-623,-89,-1563,-507
660,5497,-624,-118,-1540,-558
661,5890,-622,-142,-1404,-585
