AngMes,VelMes,i_a,i_b,u_a,u_b
851,5105,-1163,135,-1747,-201
852,5105,-1162,93,-1744,-265
853,5105,-1176,47,-1725,-291
854,5105,-1183,8,-1708,-358
855,5105,-1185,-17,-1691,-439
856,5105,-1188,-64,-1676,-462
857,5105,-1184,-106,-1659,-526
858,5105,-1177,-141,-1649,-561
859,5105,-1180,-192,-1619,-613
860,5105,-1162,-224,-1605,-684
861,5105,-1166,-268,-1579,-707
862,5105,-1149,-303,-1558,-773
863,5105,-1140,-353,-1526,-822
864,5105,-1123,-391,-1513,-849
865,5105,-1109,-424,-1479,-912
866,5105,-1095,-475,-1460,-924
867,5105,-1079,-506,-1423,-986
869,5105,-1079,-550,-1367,-1033
869,5105,-1052,-592,-1354,-1050
871,5105,-1037,-612,-1307,-1118
872,5497,-1028,-633,-1153,-1122
873,5497,-998,-653,-1139,-1154
874,5497,-982,-679,-1087,-1205
875,5497,-953,-702,-1043,-1257
876,5497,-914,-728,-1034,-1279
877,5104,-885,-757,-1070,-1392
878,5104,-862,-774,-1013,-1447
879,5104,-854,-807,-967,-1459
880,5104,-828,-842,-908,-1490
881,5104,-802,-876,-876,-1498
882,5105,-766,-880,-824,-1554
883,5105,-760,-916,-738,-1575
884,5105,-733,-939,-704,-1589
885,5105,-696,-972,-647,-1607
886,5105,-663,-983,-584,-1644
887,5105,-644,-1013,-537,-1644
888,5105,-596,-1039,-486,-1660
889,5105,-561,-1057,-455,-1668
890,5105,-510,-1067,-404,-1694
891,5105,-478,-1081,-335,-1712
892,5105,-493,-1108,-250,-1704
893,5105,-406,-1123,-233,-1714
895,5105,-359,-1122,-175,-1738
895,5105,-301,-1123,-163,-1749
896,5105,-275,-1150,-83,-1737
898,5497,-240,-1153,11,-1634
898,5497,-198,-1165,37,-1626
900,5497,-152,-1158,94,-1637
900,5497,-112,-1152,123,-1642
902,5497,-58,-1128,171,-1663
903,5105,-25,-1135,236,-1761
904,5105,0,-1128,281,-1763
905,5105,36,-1145,350,-1734
906,5105,69,-1157,388,-1712
907,5105,101,-1163,460,-1688
908,5105,135,-1178,531,-1650
909,5105,165,-1153,571,-1658
910,5105,200,-1172,639,-1610
911,5105,232,-1165,709,-1585
912,5105,275,-1165,733,-1560
913,5105,311,-1150,797,-1537
914,5105,348,-1133,826,-1526
915,5105,377,-1136,894,-1478
916,5105,406,-1118,960,-1447
917,5105,446,-1114,983,-1417
918,5105,492,-1087,1030,-1389
919,5105,528,-1069,1084,-1350
920,5105,560,-1055,1111,-1324
921,5105,608,-1035,1149,-1280
922,5105,626,-1018,1187,-1254
923,5104,664,-985,1232,-1218
924,5104,701,-968,1274,-1164
925,5104,734,-946,1293,-1137
926,5104,765,-918,1338,-1089
928,5104,792,-875,1384,-1053
928,5105,822,-853,1400,-1021
929,5105,855,-822,1434,-970
930,5105,880,-796,1453,-939
931,5105,909,-760,1486,-889
933,5105,932,-733,1521,-827
933,5105,953,-710,1538,-789
935,5105,983,-658,1562,-749
935,5105,1025,-620,1553,-724
937,5105,1031,-608,1595,-640
938,5105,1046,-594,1624,-557
939,5105,1072,-564,1625,-521
940,5105,1085,-527,1651,-458
941,5105,1089,-504,1680,-380
942,5105,1101,-468,1690,-348
943,5105,1122,-441,1697,-272
944,5105,1132,-416,1704,-227
945,5105,1140,-378,1718,-160
946,5105,1134,-304,1741,-129
947,5105,1174,-308,1711,-54
948,5105,1173,-286,1724,30
949,5497,1183,-250,1608,121
950,5497,1200,-216,1593,156
951,5497,1142,-144,1650,187
952,5497,1176,-112,1613,224
953,5497,1161,-87,1622,302
954,5105,1148,-40,1736,356
955,5105,1139,5,1737,381
956,5105,1146,47,1714,445
957,5105,1161,76,1679,521
958,5105,1144,115,1681,552
959,5105,1146,173,1653,598
960,5105,1153,215,1627,624
961,5105,1142,246,1605,694
962,5105,1120,278,1591,763
963,5105,1125,335,1560,772
964,5104,1114,374,1529,832
966,5104,1102,416,1494,886
966,5104,1082,449,1482,916
968,5104,1072,490,1441,968
968,5104,1064,525,1412,995
970,5105,1044,559,1375,1050
971,5105,1037,592,1321,1106
971,5105,1017,615,1299,1139
973,5105,989,646,1261,1192
974,5105,990,673,1191,1247
975,5105,965,702,1167,1271
976,5105,936,727,1123,1323
977,5105,931,769,1076,1331
978,5105,911,788,1017,1384
979,5105,894,813,953,1429
980,5105,863,843,928,1444
981,5105,828,859,878,1492
982,5105,800,889,847,1504
983,5105,788,889,770,1563
984,5105,757,930,710,1578
985,5105,726,970,678,1574
986,5105,680,984,629,1610
987,5105,648,1016,565,1624
988,5105,618,1106,529,1562
989,5105,578,1051,469,1658
990,5105,535,1052,446,1683
991,5105,491,1068,389,1701
992,5105,459,1086,318,1713
993,5105,426,1093,282,1725
994,5105,382,1110,222,1732
995,5105,344,1127,190,1730
996,5105,288,1140,141,1734
997,5105,255,1146,68,1743
998,5105,217,1156,35,1739
999,5105,173,1163,-26,1740
1001,5497,131,1167,-106,1627
1001,5497,87,1169,-131,1623
1003,5497,51,1162,-197,1627
1003,5497,11,1161,-225,1623
1004,5497,-28,1151,-287,1622
1006,5105,-50,1141,-370,1729
1006,5105,-84,1133,-406,1726
1008,5105,-112,1154,-482,1686
1008,5105,-144,1164,-520,1661
1010,5105,-183,1154,-584,1644
1011,5104,-220,1154,-650,1615
1012,5104,-247,1158,-691,1588
1013,5104,-291,1148,-747,1563
1014,5104,-321,1169,-817,1501
1015,5104,-357,1146,-846,1495
1016,5105,-394,1129,-905,1466
1017,5105,-435,1112,-927,1451
1018,5105,-475,1120,-981,1390
1019,5105,-508,1090,-1039,1365
1020,5105,-543,1078,-1064,1338
1021,5105,-580,1050,-1115,1305
1022,5105,-611,1036,-1141,1277
1023,5105,-652,1015,-1184,1232
1024,5105,-692,988,-1225,1189
1025,5105,-724,952,-1246,1178
1026,5105,-753,939,-1294,1117
1027,5105,-778,918,-1319,1087
1028,5105,-813,890,-1356,1037
1029,5105,-839,856,-1400,989
1030,5105,-870,822,-1412,969
1031,5105,-895,788,-1452,917
1032,5105,-926,758,-1461,889
1033,5105,-949,725,-1498,834
1034,5105,-980,701,-1522,766
1035,5105,-997,669,-1540,737
1036,5105,-1023,654,-1564,658
1037,5105,-1048,613,-1570,635
1038,5105,-1066,579,-1596,572
1039,5105,-1091,552,-1611,500
1040,5105,-1091,536,-1636,450
1041,5105,-1115,500,-1646,384
1042,5105,-1129,468,-1652,349
1043,5105,-1129,437,-1681,277
1045,5105,-1150,420,-1684,189
1045,5105,-1162,380,-1686,159
1046,5105,-1171,354,-1694,80
1047,5105,-1175,310,-1700,53
1048,5105,-1181,282,-1706,-25
1050,5105,-1187,248,-1707,-97
1050,5105,-1205,191,-1691,-112
1052,5104,-1195,162,-1703,-190
1052,5104,-1209,119,-1687,-218
1054,5104,-1207,81,-1684,-287
1055,5104,-1201,53,-1680,-366
1056,5104,-1202,6,-1670,-390
1057,5105,-1202,-93,-1654,-395
1057,5105,-1188,-69,-1655,-489
1059,5105,-1187,-110,-1634,-553
1060,5105,-1187,-153,-1608,-613
1061,5105,-1182,-199,-1592,-635
1062,5105,-1105,-188,-1638,-748
1063,5105,-1153,-271,-1566,-732
1064,5105,-1142,-325,-1538,-778
1065,5105,-1134,-359,-1504,-842
1066,5105,-1121,-397,-1486,-869
1067,5105,-1107,-430,-1452,-930
1068,5105,-1102,-485,-1405,-969
1069,5105,-1071,-527,-1400,-987
1070,5105,-1057,-545,-1357,-1060
1071,5105,-1041,-596,-1332,-1067
1072,5105,-1021,-617,-1290,-1133
1073,5105,-1011,-644,-1256,-1161
1074,5105,-993,-667,-1206,-1221
1075,5105,-973,-694,-1155,-1273
1076,5105,-959,-717,-1120,-1302
1077,5105,-942,-752,-1062,-1342
1078,5105,-916,-767,-1009,-1400
1079,5105,-888,-802,-983,-1412
1080,5105,-880,-838,-908,-1443
1081,5105,-849,-855,-882,-1469
1082,5105,-821,-877,-823,-1510
1083,5105,-781,-900,-803,-1527
1084,5105,-757,-933,-737,-1550
1085,5105,-727,-949,-674,-1588
1086,5105,-706,-964,-632,-1607
1087,5105,-664,-993,-578,-1625
1088,5105,-628,-1016,-550,-1633
1089,5105,-585,-1033,-493,-1657
1090,5105,-558,-1054,-420,-1674
1091,5105,-523,-1064,-388,-1688
1092,5105,-472,-1083,-338,-1701
1093,5105,-485,-1119,-256,-1684
1094,5105,-399,-1118,-238,-1710
1096,5105,-352,-1110,-180,-1740
1096,5105,-319,-1138,-143,-1724
1098,5104,-281,-1138,-76,-1740
1098,5104,-240,-1150,-46,-1735
1100,5104,-183,-1154,2,-1740
1101,5104,-158,-1169,83,-1730
1101,5104,-106,-1167,102,-1734
1103,5105,-75,-1178,177,-1721
1103,5105,-38,-1187,212,-1709
1105,5105,-2,-1190,282,-1697
1106,5105,25,-1188,360,-1688
1107,5105,59,-1187,396,-1678
1108,5105,92,-1203,468,-1643
1109,5105,125,-1180,505,-1651
1110,5105,154,-1192,580,-1615
1111,5105,192,-1190,611,-1597
1112,5105,232,-1179,673,-1576
1113,5105,262,-1173,744,-1548
1114,5105,300,-1169,773,-1526
1115,5105,332,-1165,839,-1489
1116,5105,367,-1146,868,-1478
1117,5105,404,-1131,928,-1445
1118,5105,433,-1121,993,-1404
1119,5105,480,-1110,1008,-1379
1120,5105,525,-1100,1054,-1333
1121,5105,551,-1075,1086,-1318
1122,5105,585,-1050,1139,-1281
1123,5105,639,-1022,1170,-1243
1124,5105,663,-1004,1202,-1217
1125,5105,701,-895,1243,-1257
1126,5105,717,-952,1280,-1151
1127,5105,751,-947,1322,-1081
1128,4712,787,-912,1409,-1152
1129,4712,816,-884,1455,-1098
1130,4712,801,-891,1542,-1006
1131,4712,885,-853,1504,-987
1132,4712,929,-812,1528,-940
1133,5105,965,-791,1449,-828
1134,5105,1001,-751,1470,-778
1135,5105,1013,-727,1513,-710
1136,5105,1034,-684,1526,-691
1137,5105,1058,-639,1551,-640
1138,5104,1072,-617,1567,-598
1139,5104,1082,-584,1599,-533
1140,5104,1094,-557,1626,-460
1141,5104,1108,-522,1636,-428
1142,5104,1125,-483,1652,-366
1143,5105,1137,-482,1659,-298
1144,5105,1143,-453,1680,-223
1145,5105,1160,-412,1686,-159
1146,5105,1170,-378,1689,-123
1147,5105,1171,-338,1704,-57
1148,5105,1180,-307,1705,-17
1149,5105,1192,-266,1702,48
1151,5105,1203,-233,1697,122
1151,5105,1203,-190,1699,150
1153,5105,1207,-138,1695,205
1153,5105,1209,-104,1690,243
1154,5105,1208,-60,1684,306
1155,5105,1203,-27,1681,344
1156,5105,1198,-11,1672,434
1158,5105,1201,48,1653,480
1158,5105,1190,74,1649,524
1160,5105,1197,135,1618,568
1160,5105,1185,165,1612,607
1162,5105,1164,231,1603,643
1163,5105,1169,247,1564,728
1164,5105,1153,290,1556,752
1165,5105,1142,334,1526,807
1165,5105,1120,376,1520,831
1167,5105,1110,420,1483,882
1168,5105,1094,462,1450,935
1169,5105,1094,495,1415,964
1170,5105,1062,528,1392,1022
1171,5105,1053,564,1362,1045
1172,5105,1040,604,1314,1093
1173,5105,1017,623,1274,1159
1174,5105,1006,652,1240,1186
1175,5105,991,679,1186,1241
1176,5105,977,704,1152,1268
1177,5105,959,744,1095,1305
1178,5105,933,766,1044,1358
1179,5105,918,797,1007,1376
1180,5105,890,828,953,1414
1181,5105,867,843,921,1444
1182,5105,833,876,869,1475
1183,5105,806,893,838,1499
1184,5104,780,910,774,1541
1185,5104,750,930,713,1576
1186,5104,724,962,677,1580
1187,5104,677,975,629,1617
1188,5104,665,1008,576,1616
1189,5105,621,1028,523,1640
1190,5105,578,1035,466,1673
1191,5105,546,1058,432,1675
1192,5105,500,1069,377,1698
1193,5105,471,1086,338,1702
1194,5105,432,1098,273,1719
1195,5105,391,1116,210,1725
1196,5105,350,1126,181,1729
1197,5105,303,1149,123,1724
1198,5105,261,1149,95,1733
1199,5105,213,1151,37,1743
1200,5105,179,1164,0,1735
1201,5105,141,1168,-68,1736
1202,5105,104,1175,-137,1730
1203,5105,58,1179,-163,1724
1204,5105,19,1172,-230,1726
1205,5105,-10,1186,-271,1707
1206,5105,-43,1200,-344,1679
1207,5105,-78,1194,-379,1676
1208,5105,-110,1196,-453,1655
1209,5105,-135,1196,-531,1632
1210,5105,-168,1188,-568,1623
1211,5105,-200,1188,-639,1594
1212,5105,-236,1177,-671,1584
1213,5105,-277,1163,-731,1563
1215,5105,-310,1161,-798,1525
1215,5105,-345,1160,-828,1498
1217,5105,-387,1142,-883,1471
1217,5105,-426,1136,-908,1445
1218,5105,-465,1107,-964,1423
1219,4712,-498,1099,-1039,1499
1220,4712,-523,1080,-1108,1461
1222,4712,-567,1096,-1158,1384
1222,4712,-597,1101,-1188,1336
1224,4712,-641,1064,-1234,1306
1224,5104,-686,1050,-1185,1181
1226,5104,-714,1037,-1238,1122
1226,5104,-754,993,-1250,1118
1228,5104,-771,970,-1310,1065
1229,5104,-810,924,-1343,1033
1229,5105,-839,897,-1362,1007
1231,5105,-866,865,-1404,956
1231,5105,-895,820,-1418,946
1233,5105,-925,790,-1451,889
1234,5105,-953,761,-1483,829
1235,5105,-976,732,-1498,798
1236,5105,-997,692,-1532,747
1237,5105,-1025,654,-1538,722
1238,5105,-1050,637,-1562,644
1239,5105,-1065,609,-1577,608
1240,5105,-1078,575,-1607,544
1241,5105,-1098,547,-1626,473
1242,5105,-1117,533,-1630,420
1243,5105,-1127,491,-1653,360
1244,5105,-1140,464,-1660,317
1245,5105,-1144,445,-1682,232
1246,5105,-1173,390,-1677,183
1247,5105,-1184,359,-1678,144
1248,5105,-1189,341,-1690,56
1249,5105,-1189,302,-1699,24
1250,5105,-1192,277,-1705,-57
1251,5105,-1211,239,-1691,-91
1252,5105,-1208,200,-1697,-160
1253,5105,-1214,158,-1691,-224
1254,5105,-1222,118,-1680,-256
1255,5105,-1218,78,-1676,-323
1256,5105,-1222,34,-1666,-351
1257,5105,-1208,0,-1666,-422
1258,5105,-1218,-46,-1638,-482
1259,5105,-1219,-98,-1623,-500
1260,5105,-1207,-121,-1612,-581
1261,5105,-1200,-169,-1601,-603
1262,5105,-1187,-214,-1583,-660
1263,5105,-1168,-255,-1580,-687
1264,5105,-1166,-290,-1545,-753
1265,5105,-1157,-336,-1513,-805
1266,5105,-1139,-373,-1503,-834
1267,5105,-1129,-408,-1467,-895
1268,5105,-1106,-449,-1457,-918
1269,5105,-1108,-492,-1403,-968
1270,4712,-1091,-532,-1488,-1036
1271,4712,-1066,-565,-1454,-1097
1272,4712,-1067,-617,-1391,-1137
1273,4712,-1073,-640,-1341,-1175
1274,4712,-1055,-663,-1291,-1239
1275,5105,-1044,-697,-1163,-1201
1276,5105,-1045,-728,-1090,-1250
1277,5105,-1014,-757,-1046,-1297
1278,5105,-991,-787,-1018,-1317
1279,5105,-946,-798,-983,-1379
1280,5105,-931,-817,-944,-1406
1281,5105,-904,-851,-887,-1441
1282,5105,-880,-881,-854,-1453
1283,5105,-847,-899,-799,-1498
1284,5105,-802,-915,-754,-1541
1285,5105,-780,-952,-715,-1542
1286,5105,-750,-972,-652,-1575
1287,5105,-716,-997,-623,-1583
1288,5105,-676,-1010,-567,-1619
1289,5105,-646,-1036,-531,-1622
1290,5105,-607,-1055,-472,-1645
1292,5105,-571,-1073,-406,-1665
1292,5105,-527,-1070,-383,-1691
1294,5105,-492,-1093,-316,-1700
1294,5105,-446,-1104,-293,-1708
1295,5105,-405,-1123,-230,-1715
1296,5105,-376,-1146,-189,-1706
1297,5105,-331,-1150,-128,-1721
1299,5105,-291,-1148,-62,-1739
1299,5105,-250,-1166,-32,-1729
1301,5105,-201,-1167,24,-1736
1301,5105,-169,-1186,63,-1721
1303,5105,-121,-1198,122,-1710
1303,5105,-80,-1187,152,-1721
1304,5105,-50,-1203,229,-1700
1306,5105,-14,-1202,299,-1693
1306,5105,17,-1209,338,-1679
1308,5105,53,-1202,408,-1670
1308,5105,90,-1206,442,-1654
1310,5105,117,-1200,520,-1639
1310,4712,164,-1192,556,-1744
1312,4712,192,-1189,636,-1719
1313,4712,220,-1211,715,-1666
1314,4712,264,-1220,741,-1633
1315,4712,298,-1219,812,-1595
1315,5104,335,-1227,813,-1453
1317,5104,379,-1217,867,-1418
1317,5104,413,-1195,897,-1408
1319,5104,435,-1169,970,-1384
1320,5104,481,-1150,1017,-1348
1321,5105,522,-1125,1037,-1336
1322,5105,553,-1100,1096,-1302
1323,5105,578,-1085,1129,-1275
1324,5105,623,-1062,1170,-1234
1325,5105,651,-1022,1198,-1228
1326,5105,689,-1006,1242,-1175
1327,5105,719,-970,1291,-1139
1328,5105,755,-957,1305,-1102
1329,5105,788,-922,1347,-1059
1330,5105,812,-893,1371,-1035
1331,5105,842,-869,1410,-978
1332,5105,869,-843,1428,-948
1333,5105,896,-801,1465,-904
1334,5105,924,-751,1478,-896
1335,5105,965,-728,1496,-831
1336,5105,983,-711,1534,-756
1337,5105,999,-663,1553,-742
1338,5105,1025,-655,1577,-655
1339,5105,1048,-613,1584,-633
1340,5105,1066,-591,1611,-558
1341,4712,1075,-572,1729,-566
1342,4712,1102,-533,1743,-501
1343,4712,1137,-517,1744,-412
1344,4712,1151,-493,1753,-365
1345,4712,1174,-462,1761,-288
1346,5105,1190,-445,1658,-196
1347,5105,1210,-417,1659,-118
1348,5105,1221,-374,1660,-90
1349,5105,1216,-338,1679,-20
1350,5105,1217,-297,1689,45
1351,5104,1218,-262,1693,83
1352,5104,1223,-221,1693,150
1353,5104,1215,-180,1702,181
1354,5104,1218,-139,1696,247
1355,5104,1223,-94,1688,274
1356,5105,1218,-60,1684,348
1357,5105,1222,-11,1668,405
1358,5105,1217,15,1662,449
1359,5105,1210,61,1650,509
1360,5105,1204,115,1641,526
1361,5104,1207,147,1613,598
1362,5104,1189,183,1601,666
1363,5104,1173,233,1596,684
1364,5104,1167,289,1567,729
1365,5104,1151,322,1556,763
1366,5105,1133,361,1533,822
1367,5105,1126,395,1511,853
1368,5105,1127,443,1462,901
1369,5105,1100,471,1438,968
1370,5105,1085,511,1417,990
1371,5105,1074,547,1371,1045
1372,5105,1061,580,1344,1071
1373,5105,1044,620,1299,1119
1374,5105,1031,649,1269,1146
1375,5105,1008,674,1224,1205
1376,5105,992,686,1169,1273
1377,5105,977,723,1136,1289
1378,5105,960,760,1077,1329
1379,5105,942,782,1043,1356
1380,5105,926,815,978,1395
1381,4712,892,829,1040,1506
1382,4712,870,858,975,1547
1383,4712,855,895,901,1577
1384,4712,840,926,855,1590
1385,4712,825,963,777,1614
1386,5105,792,993,679,1535
1387,5105,765,1023,611,1556
1388,5105,723,1042,589,1570
1389,5105,679,1054,535,1605
1390,5105,643,1072,472,1630
1391,5105,596,1083,452,1645
1392,5105,554,1102,393,1663
1393,5105,516,1096,362,1691
1394,5105,471,1120,304,1698
1395,5105,434,1142,271,1694
1396,5105,390,1144,211,1716
1398,5105,362,1164,133,1716
1398,5105,297,1175,127,1716
1400,5105,253,1185,65,1720
1400,5105,215,1175,31,1737
1401,5104,178,1193,-37,1727
1402,5104,138,1200,-69,1722
1403,5104,108,1202,-147,1721
1405,5104,60,1211,-206,1709
1405,5104,24,1211,-241,1704
1407,5105,-19,1210,-303,1695
1407,5105,-51,1220,-343,1676
1409,5105,-79,1215,-421,1665
1409,5105,-110,1212,-461,1655
1411,5105,-159,1211,-516,1633
1412,5105,-179,1214,-601,1603
1412,5105,-213,1205,-636,1592
1414,5105,-250,1197,-701,1567
1414,5105,-282,1195,-736,1544
1416,5105,-318,1189,-800,1511
1416,4712,-355,1190,-863,1591
1418,4712,-394,1161,-925,1573
1419,4712,-427,1173,-993,1511
1420,4712,-469,1161,-1017,1488
1421,4712,-519,1112,-1064,1482
1422,5105,-555,1138,-1042,1317
1423,5105,-592,1142,-1094,1252
1423,5105,-619,1125,-1125,1226
1425,5105,-657,1091,-1173,1194
1426,5105,-687,999,-1225,1217
1427,5105,-724,1020,-1243,1148
1428,5105,-748,997,-1296,1096
1429,5105,-788,961,-1307,1082
1430,5105,-828,942,-1341,1022
1431,5105,-864,886,-1352,1025
1432,5105,-876,871,-1409,957
1433,5105,-901,835,-1450,907
1434,5105,-931,811,-1461,873
1435,5105,-959,766,-1493,829
1436,5105,-1007,733,-1483,802
1437,5105,-1016,701,-1529,741
1438,5105,-1040,677,-1539,702
1439,5105,-1054,642,-1573,642
1440,5105,-1074,621,-1599,565
1441,5105,-1088,539,-1613,582
1442,5104,-1113,546,-1627,475
1443,5104,-1132,537,-1633,417
1444,5104,-1136,502,-1661,349
1445,5104,-1161,470,-1656,312
1446,5104,-1162,451,-1682,226
1447,5105,-1178,411,-1688,161
1448,5105,-1192,374,-1687,127
1449,5105,-1194,355,-1702,39
1450,5105,-1212,311,-1692,11
1451,5105,-1216,273,-1698,-57
1452,4712,-1211,235,-1820,-71
1453,4712,-1222,215,-1814,-164
1454,4712,-1256,151,-1781,-212
1455,4712,-1262,123,-1773,-259
1456,4712,-1279,83,-1749,-331
1457,5105,-1278,41,-1632,-364
1458,5105,-1285,2,-1611,-432
1459,5105,-1270,-46,-1614,-455
1460,5105,-1252,-84,-1611,-523
1461,5105,-1244,-124,-1595,-588
1462,5105,-1233,-169,-1587,-612
1463,5105,-1224,-209,-1565,-676
1464,5105,-1202,-254,-1565,-699
1465,5105,-1185,-294,-1544,-760
1466,5105,-1168,-332,-1535,-789
1467,5105,-1160,-380,-1500,-840
1468,5105,-1150,-415,-1463,-902
1469,5105,-1130,-460,-1450,-920
1470,5105,-1112,-495,-1416,-979
1471,5105,-1089,-530,-1401,-1006
1472,5105,-1080,-575,-1353,-1052
1473,5105,-1066,-592,-1326,-1093
1474,5105,-1053,-639,-1275,-1133
1475,5105,-1034,-662,-1227,-1195
1476,5105,-1019,-684,-1196,-1227
1477,5105,-998,-704,-1145,-1288
1478,5105,-986,-733,-1107,-1311
1479,5105,-962,-770,-1055,-1350
1480,5105,-945,-797,-1019,-1372
1481,5105,-923,-815,-960,-1424
1482,5104,-900,-844,-899,-1464
1483,5104,-869,-864,-872,-1488
1484,5104,-839,-891,-814,-1523
1485,5104,-806,-924,-787,-1531
1486,5104,-779,-947,-722,-1564
1487,4712,-745,-967,-762,-1673
1488,4712,-719,-997,-690,-1698
1489,4712,-701,-1027,-607,-1718
1490,4712,-665,-1064,-576,-1713
1491,4712,-626,-1091,-512,-1731
1492,5105,-598,-1114,-419,-1637
1493,5105,-570,-1125,-345,-1662
1494,5105,-522,-1146,-324,-1662
1495,5105,-486,-1158,-256,-1679
1496,5105,-428,-1162,-243,-1693
1497,5105,-385,-1154,-181,-1723
1498,5105,-341,-1168,-119,-1729
1499,5105,-304,-1182,-85,-1725
1500,5105,-258,-1184,-23,-1735
1501,5105,-213,-1198,2,-1727
1502,5105,-166,-1201,62,-1730
1503,5105,-138,-1211,106,-1723
1504,5105,-99,-1214,175,-1718
1506,5105,-57,-1191,241,-1737
1506,5105,-11,-1220,267,-1703
1508,5105,19,-1226,342,-1685
1508,5105,48,-1225,385,-1677
1509,5105,80,-1222,459,-1662
1510,5105,119,-1225,491,-1644
1511,5105,157,-1216,559,-1629
1513,5105,178,-1223,642,-1594
1513,5105,217,-1208,671,-1588
1515,5105,247,-1213,744,-1548
1515,5105,290,-1204,769,-1532
1517,5105,335,-1194,824,-1500
1517,4712,367,-1162,892,-1612
1519,4712,400,-1167,961,-1559
1520,4712,434,-1181,1027,-1494
1520,4712,478,-1169,1049,-1470
1522,4712,533,-1172,1091,-1409
1522,5105,563,-1161,1073,-1281
1524,5105,612,-1131,1113,-1248
1524,5105,633,-1108,1150,-1227
1526,5105,673,-1077,1194,-1191
1527,5105,700,-1045,1250,-1152
1528,5104,740,-1014,1263,-1134
1529,5104,774,-984,1307,-1089
1530,5104,795,-958,1336,-1063
1531,5104,826,-908,1378,-1034
1531,5104,850,-883,1400,-1004
1533,5105,884,-854,1434,-949
1534,5105,919,-823,1464,-894
1535,5105,938,-788,1486,-870
1536,5105,956,-764,1528,-804
1537,5105,991,-726,1530,-780
1538,5105,1016,-693,1560,-720
1539,5105,1050,-668,1559,-682
1540,5105,1075,-640,1581,-613
1541,5105,1080,-607,1620,-547
1542,5105,1106,-572,1622,-516
1543,5105,1120,-546,1646,-441
1544,5105,1134,-531,1655,-387
1545,5105,1149,-494,1672,-321
1546,5105,1155,-466,1685,-279
1547,5105,1167,-439,1699,-201
1548,5105,1191,-402,1695,-132
1549,5105,1200,-366,1699,-96
1550,5105,1209,-340,1705,-15
1551,5105,1217,-299,1704,15
1552,5105,1223,-258,1707,82
1553,4712,1231,-217,1815,95
1554,4712,1229,-175,1820,165
1555,4712,1257,-137,1791,240
