AngMes,VelMes,i_a,i_b,u_a,u_b
261,2356,-1149,-390,-1180,-530
261,2356,-1143,-410,-1175,-539
262,2356,-1157,-424,-1137,-581
262,2748,-1149,-452,-1028,-542
263,2748,-1147,-466,-1017,-554
263,2748,-1135,-483,-1003,-589
264,2748,-1117,-495,-1007,-604
264,2748,-1112,-522,-999,-602
265,2748,-1087,-535,-994,-639
265,2748,-1085,-545,-981,-655
266,2748,-1065,-559,-986,-666
267,2748,-1060,-582,-959,-692
267,2748,-1046,-590,-958,-709
267,2356,-1042,-607,-1043,-772
268,2356,-1031,-621,-1038,-784
269,2356,-1025,-638,-1009,-818
269,2356,-1037,-659,-980,-821
269,2356,-1044,-670,-955,-835
270,2748,-1035,-688,-833,-802
271,2748,-1032,-708,-817,-805
271,2748,-1011,-712,-819,-824
272,2748,-993,-728,-798,-852
272,2748,-977,-732,-794,-870
272,2356,-963,-742,-876,-951
273,2356,-946,-745,-850,-994
274,2356,-945,-767,-830,-994
274,2356,-938,-794,-816,-990
275,2356,-930,-818,-780,-1009
275,2748,-916,-822,-690,-949
276,2748,-916,-845,-667,-945
276,2748,-896,-862,-642,-966
277,2748,-877,-874,-637,-972
277,2748,-857,-880,-634,-985
278,2748,-826,-881,-618,-1019
278,2748,-815,-886,-605,-1032
279,2748,-794,-902,-602,-1033
280,2748,-773,-913,-574,-1056
280,2748,-751,-911,-572,-1074
280,2356,-737,-926,-629,-1165
281,2356,-716,-941,-625,-1168
282,2356,-707,-1004,-581,-1138
282,2356,-698,-982,-565,-1176
282,2356,-689,-1004,-548,-1170
283,2748,-675,-1012,-448,-1097
283,2748,-673,-1022,-423,-1100
284,2748,-637,-1040,-432,-1095
285,2748,-553,-999,-464,-1161
285,2748,-598,-1043,-392,-1130
285,2356,-570,-1057,-446,-1227
286,2356,-549,-1073,-411,-1236
287,2356,-540,-1081,-392,-1240
287,2356,-521,-1092,-382,-1241
288,2356,-505,-1115,-341,-1241
288,2748,-487,-1120,-286,-1143
289,2748,-468,-1142,-276,-1130
289,2748,-438,-1140,-279,-1140
290,2748,-420,-1141,-240,-1156
290,2748,-383,-1122,-249,-1182
291,2356,-376,-1127,-265,-1291
291,2356,-351,-1132,-230,-1302
292,2356,-337,-1161,-214,-1281
292,2356,-308,-1163,-214,-1287
293,2356,-298,-1186,-164,-1276
293,2748,-270,-1192,-135,-1166
294,2748,-264,-1192,-112,-1171
294,2748,-240,-1186,-78,-1185
295,2748,-206,-1190,-83,-1184
295,2748,-188,-1194,-72,-1183
296,2748,-165,-1188,-37,-1193
296,2748,-165,-1172,-7,-1211
297,2748,-128,-1189,-15,-1196
297,2748,-152,-1227,37,-1159
298,2748,-91,-1186,35,-1202
298,2356,-66,-1173,29,-1327
299,2356,-56,-1196,49,-1306
300,2356,-41,-1194,95,-1308
300,2356,-30,-1219,115,-1283
300,2356,-10,-1211,126,-1290
301,2748,10,-1245,166,-1140
302,2748,17,-1246,188,-1136
302,2748,39,-1227,195,-1152
303,2748,59,-1226,233,-1146
303,2748,69,-1223,253,-1144
304,2356,105,-1192,254,-1284
304,2356,112,-1196,277,-1276
305,2356,126,-1207,324,-1255
305,2356,137,-1210,344,-1247
305,2356,151,-1236,360,-1215
306,2748,182,-1228,371,-1099
307,2748,200,-1233,382,-1086
307,2748,203,-1225,407,-1085
308,2748,233,-1203,434,-1091
308,2748,250,-1196,445,-1090
309,2356,269,-1186,480,-1200
309,2356,277,-1171,531,-1197
310,2356,309,-1166,529,-1192
310,2356,329,-1177,538,-1171
311,2356,342,-1182,583,-1144
311,2748,362,-1188,556,-1020
312,2748,390,-1186,555,-1011
313,2748,403,-1171,596,-1000
313,2748,427,-1149,598,-1010
313,2748,444,-1141,608,-1004
314,2356,458,-1115,663,-1121
315,2356,469,-1104,707,-1104
315,2356,503,-1115,700,-1080
315,2356,522,-1098,708,-1082
316,2356,539,-1105,746,-1044
316,2748,561,-1098,698,-936
317,2748,581,-1085,702,-933
318,2748,610,-1068,722,-917
318,2748,614,-1055,743,-913
318,2748,619,-1042,761,-909
319,2748,652,-1014,774,-901
320,2748,632,-948,818,-950
320,2748,675,-974,798,-906
321,2748,693,-972,825,-870
321,2748,699,-961,842,-863
322,2356,728,-956,902,-939
322,2356,739,-923,915,-953
323,2356,778,-918,922,-917
323,2356,791,-928,932,-887
324,2356,809,-911,935,-884
324,2748,821,-904,892,-763
325,2748,847,-901,886,-744
325,2748,864,-870,888,-755
326,2748,862,-878,929,-703
326,2748,887,-812,924,-746
327,2356,883,-795,1026,-819
327,2356,903,-778,1046,-790
328,2356,917,-792,1051,-753
328,2356,938,-778,1049,-743
329,2356,948,-777,1077,-695
329,2748,942,-741,1014,-636
330,2748,998,-746,974,-606
330,2748,1004,-724,983,-604
331,2748,1001,-707,1017,-572
331,2748,1008,-692,1025,-562
332,2356,1032,-661,1108,-633
333,2356,1028,-645,1143,-596
333,2356,1044,-632,1144,-583
333,2356,1060,-633,1142,-555
334,2356,1071,-625,1160,-510
335,2748,1095,-612,1052,-439
335,2748,1109,-608,1050,-416
336,2748,1101,-594,1082,-377
336,2748,1095,-564,1099,-379
336,2748,1099,-556,1106,-360
337,2748,1102,-546,1123,-315
338,2748,1096,-516,1139,-316
338,2748,1101,-500,1144,-305
339,2748,1114,-466,1150,-284
339,2748,1098,-468,1175,-253
340,2356,1110,-445,1276,-288
340,2356,1121,-422,1284,-252
341,2356,1133,-420,1281,-225
341,2356,1154,-421,1268,-194
342,2356,1175,-402,1255,-183
342,2748,1176,-368,1160,-126
343,2748,1189,-360,1152,-104
343,2748,1191,-334,1155,-101
344,2748,1188,-323,1168,-54
344,2748,1185,-293,1174,-55
345,2356,1175,-268,1299,-73
346,2356,1177,-242,1305,-38
346,2356,1196,-232,1290,-18
346,2356,1204,-207,1285,-13
347,2356,1218,-198,1276,39
347,2748,1228,-174,1157,60
348,2748,1225,-158,1160,73
349,2748,1223,-125,1163,99
349,2748,1210,-114,1176,117
349,2748,1208,-85,1177,118
350,2748,1201,-66,1181,158
351,2748,1194,-45,1187,166
351,2748,1182,-18,1197,168
352,2748,1183,-10,1191,220
352,2748,1177,12,1194,225
353,2356,1171,46,1309,225
353,2356,1185,64,1289,267
354,2356,1189,85,1282,277
354,2356,1195,108,1272,285
355,2356,1207,128,1250,325
355,2748,1222,156,1118,314
356,2748,1207,163,1127,335
357,2748,1191,194,1129,362
357,2748,1187,211,1126,372
357,2748,1164,238,1141,374
358,2748,1164,253,1124,415
358,2748,1151,366,1128,329
359,2748,1140,313,1131,409
360,2748,1140,306,1112,472
360,2748,1127,317,1115,488
360,2356,1119,349,1222,515
361,2356,1115,365,1204,557
362,2356,1116,398,1193,552
362,2356,1123,433,1175,545
362,2356,1122,443,1164,563
363,2748,1132,449,1025,572
364,2748,1130,482,1013,565
364,2748,1109,501,1021,572
365,2748,1101,508,1002,616
365,2748,1080,515,1009,635
366,2356,1075,542,1101,681
366,2356,1053,563,1093,714
367,2356,1058,574,1073,729
367,2356,1065,592,1051,738
368,2356,1071,612,1012,768
368,2748,1066,631,903,718
369,2748,1065,656,886,717
369,2748,1038,657,878,763
370,2748,1027,661,871,783
370,2748,1003,677,877,789
371,2748,998,679,844,833
371,2748,977,694,846,840
372,2748,964,709,840,847
373,2748,952,720,812,880
373,2748,928,741,817,880
373,2356,928,746,883,968
374,2356,905,739,864,1020
375,2356,939,783,808,998
375,2356,909,798,817,1005
376,2356,898,817,783,1028
376,2748,907,834,672,953
377,2748,884,850,671,957
377,2748,863,853,647,992
378,2748,830,866,656,996
378,2748,814,886,649,994
379,2748,806,886,610,1029
379,2748,781,896,610,1036
380,2748,772,914,596,1035
380,2748,747,910,572,1072
381,2748,728,921,566,1077
381,2356,710,932,627,1173
382,2356,686,943,598,1195
382,2356,673,962,585,1192
383,2356,662,991,571,1179
384,2356,648,1002,532,1199
384,2748,644,1037,449,1082
384,2748,632,1048,435,1084
385,2748,607,1045,407,1112
386,2748,583,1050,404,1120
386,2748,554,1042,407,1139
386,2356,535,1056,450,1237
387,2356,521,1060,408,1257
388,2356,507,1079,394,1250
388,2356,496,1096,376,1245
389,2356,466,1113,349,1249
389,2748,457,1129,287,1139
390,2748,438,1136,278,1140
390,2748,417,1135,243,1158
391,2748,387,1126,244,1175
391,2748,376,1129,227,1179
392,2748,339,1135,206,1186
392,2748,325,1142,192,1185
393,2748,292,1133,196,1199
393,2748,271,1131,160,1213
394,2748,249,1142,154,1207
394,2356,222,1155,178,1308
395,2356,208,1144,132,1329
395,2356,193,1169,118,1309
396,2356,180,1171,101,1311
397,2356,166,1189,54,1301
397,2748,145,1150,29,1232
397,2748,116,1209,29,1174
398,2748,98,1213,18,1171
399,2748,77,1215,-18,1171
399,2748,80,1211,-51,1174
399,2356,50,1198,-41,1300
400,2356,19,1177,-72,1321
401,2356,12,1200,-95,1298
401,2356,0,1223,-113,1275
402,2356,-24,1233,-149,1261
402,2748,-38,1234,-164,1145
402,2748,-53,1232,-178,1144
403,2748,-66,1219,-223,1150
404,2748,-90,1203,-228,1162
404,2748,-108,1204,-238,1156
405,2748,-124,1207,-281,1143
405,2748,-135,1202,-298,1141
406,2748,-152,1190,-310,1148
406,2748,-173,1182,-317,1150
407,2748,-185,1178,-363,1141
407,2356,-200,1169,-396,1253
408,2356,-220,1173,-405,1243
408,2356,-239,1161,-446,1240
409,2356,-256,1176,-458,1217
409,2356,-267,1178,-477,1206
410,2748,-301,1195,-473,1062
410,2748,-317,1188,-484,1058
411,2748,-329,1172,-500,1064
412,2748,-356,1173,-528,1041
412,2748,-369,1163,-542,1040
412,2356,-380,1135,-594,1162
413,2356,-459,1098,-571,1175
413,2356,-431,1133,-628,1128
414,2356,-438,1143,-649,1106
415,2356,-471,1135,-671,1087
415,2748,-492,1128,-631,977
415,2748,-512,1114,-637,976
416,2748,-521,1103,-679,958
417,2748,-546,1086,-679,959
417,2748,-557,1063,-692,967
418,2748,-580,1042,-718,955
418,2748,-591,1033,-731,948
419,2748,-609,1013,-737,951
419,2748,-624,1003,-746,945
420,2748,-642,983,-775,930
420,2356,-655,983,-847,1007
421,2356,-677,962,-850,1011
421,2356,-699,983,-876,952
422,2356,-720,969,-879,947
422,2356,-745,959,-878,938
423,2748,-762,943,-837,825
423,2748,-785,947,-836,801
424,2748,-798,923,-843,805
424,2748,-807,901,-875,785
425,2748,-820,886,-883,780
425,2356,-833,863,-965,864
426,2356,-842,839,-998,845
426,2356,-858,843,-1003,819
427,2356,-890,820,-991,820
428,2356,-911,807,-1010,786
428,2748,-925,806,-933,688
428,2748,-950,805,-926,666
429,2748,-949,806,-962,618
430,2748,-962,762,-965,638
430,2748,-975,729,-969,648
431,2748,-989,695,-986,633
431,2748,-983,682,-1008,621
432,2748,-994,669,-1011,611
432,2748,-1046,647,-974,608
433,2748,-1001,650,-1048,555
433,2356,-1004,639,-1154,603
433,2356,-1021,618,-1152,598
434,2356,-1045,622,-1158,541
435,2356,-1055,608,-1162,528
435,2356,-1083,602,-1148,507
436,2748,-1098,587,-1062,413
436,2748,-1109,574,-1061,399
437,2748,-1108,558,-1074,388
437,2748,-1102,539,-1101,353
438,2748,-1110,514,-1103,351
438,2356,-1106,503,-1221,381
439,2356,-1108,472,-1240,355
439,2356,-1130,464,-1228,334
440,2356,-1135,466,-1233,304
441,2356,-1163,458,-1224,253
441,2748,-1169,438,-1121,206
441,2748,-1175,433,-1122,182
442,2748,-1174,400,-1137,158
443,2748,-1184,376,-1132,152
443,2748,-1168,368,-1154,132
444,2748,-1164,335,-1168,107
444,2748,-1168,318,-1169,95
444,2748,-1162,300,-1179,84
445,2748,-1173,278,-1177,48
446,2748,-1161,264,-1192,32
446,2356,-1184,234,-1283,54
447,2356,-1170,215,-1304,12
447,2356,-1182,203,-1296,-6
448,2356,-1196,199,-1285,-32
448,2356,-1207,167,-1278,-62
449,2748,-1188,178,-1186,-115
449,2748,-1231,123,-1143,-89
450,2748,-1233,108,-1140,-133
450,2748,-1214,77,-1159,-131
451,2748,-1208,61,-1163,-144
452,2748,-1200,24,-1167,-165
452,2748,-1194,11,-1171,-182
452,2748,-1183,-4,-1179,-195
453,2748,-1185,-32,-1170,-225
454,2748,-1184,-53,-1168,-233
454,2356,-1173,-75,-1288,-247
455,2356,-1175,-95,-1278,-287
455,2356,-1182,-112,-1267,-300
455,2356,-1191,-129,-1253,-314
456,2356,-1200,-152,-1234,-350
457,2748,-1210,-183,-1106,-333
457,2748,-1208,-209,-1101,-336
457,2748,-1190,-223,-1111,-349
458,2748,-1182,-252,-1104,-376
459,2748,-1166,-261,-1112,-395
459,2356,-1157,-280,-1222,-429
460,2356,-1150,-313,-1212,-453
460,2356,-1155,-312,-1198,-484
461,2356,-1158,-344,-1185,-481
461,2356,-1160,-366,-1164,-516
462,2748,-1161,-443,-1044,-433
462,2748,-1161,-403,-1033,-499
463,2748,-1143,-420,-1027,-535
463,2748,-1125,-435,-1034,-547
464,2748,-1119,-460,-1027,-548
465,2748,-1102,-475,-1016,-584
465,2748,-1088,-491,-1017,-594
465,2748,-1073,-502,-1018,-609
466,2748,-1069,-522,-994,-639
466,2748,-1055,-544,-993,-642
467,2356,-1050,-556,-1085,-706
468,2356,-1045,-577,-1059,-737
468,2356,-1048,-592,-1039,-748
468,2356,-1052,-610,-1020,-756
469,2356,-1055,-620,-1000,-771
470,2748,-1047,-634,-878,-748
470,2748,-1060,-654,-847,-752
470,2748,-1037,-667,-852,-761
471,2748,-1014,-673,-838,-801
472,2748,-1001,-677,-832,-820
472,2356,-982,-702,-924,-883
473,2356,-965,-707,-902,-925
473,2356,-963,-711,-884,-944
474,2356,-975,-744,-852,-935
474,2356,-960,-771,-825,-952
475,2748,-948,-790,-731,-881
475,2748,-949,-807,-708,-884
476,2748,-930,-813,-684,-919
476,2748,-907,-809,-686,-943
477,2748,-889,-826,-681,-945
477,2748,-863,-826,-661,-982
478,2748,-846,-836,-656,-991
478,2748,-828,-846,-651,-999
479,2748,-808,-860,-624,-1020
479,2748,-798,-877,-611,-1021
480,2356,-779,-888,-679,-1114
481,2356,-759,-899,-649,-1138
481,2356,-760,-914,-623,-1142
481,2356,-755,-949,-603,-1124
482,2356,-737,-962,-596,-1128
483,2748,-719,-978,-497,-1053
483,2748,-719,-993,-471,-1052
483,2748,-693,-998,-472,-1061
484,2748,-664,-1019,-449,-1067
485,2748,-645,-1003,-442,-1097
485,2356,-602,-1010,-517,-1199
486,2356,-588,-1013,-477,-1224
486,2356,-582,-1033,-456,-1218
487,2356,-563,-1056,-447,-1209
487,2356,-564,-1079,-390,-1210
488,2748,-546,-1029,-331,-1171
488,2748,-526,-1099,-324,-1111
488,2748,-503,-1108,-319,-1112
489,2748,-476,-1104,-291,-1135
490,2748,-453,-1099,-286,-1149
490,2356,-420,-1102,-333,-1260
491,2356,-401,-1098,-294,-1282
491,2356,-400,-1123,-266,-1266
492,2356,-377,-1143,-261,-1255
492,2356,-353,-1162,-225,-1251
493,2748,-341,-1169,-176,-1143
493,2748,-325,-1190,-163,-1128
494,2748,-302,-1174,-129,-1155
494,2748,-266,-1167,-137,-1167
495,2748,-253,-1167,-121,-1170
495,2356,-226,-1161,-144,-1291
496,2356,-209,-1171,-101,-1290
496,2356,-195,-1190,-85,-1275
497,2356,-174,-1188,-76,-1281
498,2356,-160,-1196,-30,-1279
498,2748,-141,-1217,-4,-1149
498,2748,-119,-1211,2,-1156
499,2748,-97,-1213,9,-1155
499,2748,-90,-1200,60,-1168
500,2748,-63,-1192,62,-1176
500,2356,-48,-1209,68,-1271
501,2356,-25,-1198,107,-1281
501,2356,-5,-1191,117,-1288
502,2356,7,-1208,135,-1270
503,2356,16,-1212,186,-1262
503,2748,29,-1219,200,-1140
503,2748,48,-1234,211,-1121
504,2748,75,-1211,241,-1137
505,2748,79,-1216,266,-1127
505,2748,100,-1205,273,-1133
505,2356,117,-1193,297,-1252
506,2356,133,-1181,341,-1254
507,2356,152,-1186,352,-1244
507,2356,130,-1172,404,-1252
508,2356,186,-1214,408,-1197
508,2748,206,-1217,397,-1075
508,2748,232,-1221,399,-1063
509,2748,253,-1201,434,-1066
510,2748,258,-1195,456,-1063
510,2748,274,-1170,469,-1079
510,2356,292,-1161,506,-1187
511,2356,312,-1150,544,-1178
512,2356,335,-1155,551,-1163
512,2356,365,-1150,549,-1158
513,2356,372,-1158,599,-1127
513,2748,391,-1169,570,-998
514,2748,412,-1227,576,-927
514,2748,432,-1153,608,-975
515,2748,442,-1120,624,-994
515,2748,461,-1097,631,-1004
516,2748,472,-1095,671,-977
516,2748,500,-1079,668,-978
517,2748,525,-1055,669,-987
517,2748,534,-1052,684,-975
518,2748,561,-1029,706,-968
518,2356,564,-1022,782,-1057
519,2356,584,-1011,788,-1053
519,2356,591,-1011,832,-1019
520,2356,636,-1015,812,-998
520,2356,663,-998,810,-998
521,2748,680,-997,778,-868
521,2748,691,-997,790,-851
522,2748,710,-985,794,-844
522,2748,711,-960,814,-850
523,2748,740,-929,829,-843
523,2356,739,-927,921,-914
524,2356,767,-911,915,-910
525,2356,782,-910,945,-870
525,2356,805,-895,944,-864
525,2356,821,-886,950,-852
526,2748,841,-870,895,-743
527,2748,851,-900,904,-690
527,2748,869,-841,905,-727
528,2748,874,-814,938,-710
528,2748,891,-794,938,-707
529,2356,908,-767,1022,-788
529,2356,901,-746,1049,-787
530,2356,924,-750,1063,-736
530,2356,945,-758,1060,-704
530,2356,976,-739,1047,-698
531,2748,985,-723,984,-596
532,2748,994,-721,990,-573
532,2748,1000,-691,999,-579
533,2748,975,-696,1055,-524
533,2748,1013,-656,1031,-538
534,2356,1023,-631,1129,-601
534,2356,1017,-622,1150,-584
535,2356,1055,-609,1141,-544
535,2356,1052,-604,1159,-522
536,2356,1079,-597,1145,-503
536,2748,1088,-592,1064,-399
537,2748,1091,-582,1073,-382
537,2748,1088,-570,1086,-367
538,2748,1085,-546,1112,-337
538,2748,1091,-517,1116,-339
539,2356,1093,-502,1226,-373
540,2356,1094,-479,1246,-339
540,2356,1108,-476,1243,-313
540,2356,1125,-466,1237,-294
541,2356,1146,-450,1234,-252
541,2748,1148,-442,1134,-193
542,2748,1170,-418,1119,-188
542,2748,1156,-455,1140,-122
543,2748,1156,-380,1153,-140
543,2748,1157,-346,1157,-146
544,2356,1139,-343,1290,-149
545,2356,1151,-314,1289,-119
545,2356,1164,-297,1282,-105
545,2356,1169,-292,1283,-81
546,2356,1191,-261,1270,-51
547,2748,1200,-253,1155,-8
547,2748,1202,-228,1155,-4
548,2748,1198,-203,1163,29
548,2748,1197,-192,1165,47
549,2748,1174,-171,1190,56
549,2748,1180,-141,1185,84
550,2748,1168,-134,1197,106
550,2748,1167,-100,1198,101
551,2748,1167,-87,1197,147
551,2748,1167,-66,1196,155
552,2356,1163,-23,1311,139
552,2356,1164,4,1307,172
553,2356,1173,3,1298,203
553,2356,1183,18,1285,218
554,2356,1201,58,1262,238
554,2748,1201,69,1146,251
555,2748,1196,79,1146,270
555,2748,1194,110,1144,268
556,2748,1180,131,1147,303
556,2748,1171,150,1150,313
557,2356,1156,165,1271,342
558,2356,1164,194,1250,372
558,2356,1167,204,1241,392
558,2356,1175,246,1226,379
559,2356,1173,253,1213,431
560,2748,1174,280,1094,409
560,2748,1178,312,1080,404
561,2748,1160,316,1080,455
561,2748,1141,334,1089,465
562,2748,1139,355,1081,470
562,2748,1106,377,1092,502
563,2748,1102,390,1084,516
563,2748,1102,410,1073,522
564,2748,1093,426,1059,558
564,2748,1072,452,1067,559
565,2356,1069,471,1162,608
565,2356,1058,485,1147,649
566,2356,1072,494,1120,666
566,2356,1082,530,1096,657
567,2356,1067,540,1082,700
567,2748,1071,562,963,654
568,2748,1068,587,950,654
569,2748,1059,598,927,692
569,2748,1037,552,933,761
569,2748,1026,611,927,726
570,2748,1011,644,908,740
571,2748,1003,649,899,758
571,2748,989,653,895,777
572,2748,972,663,875,813
572,2748,957,671,872,827
573,2356,959,694,942,892
573,2356,938,693,925,941
574,2356,937,710,906,947
574,2356,949,741,874,939
575,2356,941,757,841,968
575,2748,943,784,732,890
576,2748,922,790,732,903
576,2748,908,801,703,932
577,2748,885,817,704,936
577,2748,862,824,705,948
578,2748,848,840,674,969
578,2748,840,846,659,981
579,2748,835,859,641,986
580,2748,787,866,643,1016
580,2748,782,871,624,1028
580,2356,758,880,697,1122
581,2356,757,895,649,1143
582,2356,733,914,648,1142
582,2356,728,941,628,1132
583,2356,716,953,589,1154
583,2748,704,970,511,1061
584,2748,693,987,496,1058
584,2748,673,997,465,1076
585,2748,656,1010,456,1077
585,2748,616,989,470,1112
585,2356,603,1003,515,1208
586,2356,582,1018,482,1220
587,2356,578,1032,458,1220
587,2356,561,1039,448,1226
588,2356,540,1068,413,1222
588,2748,532,1081,344,1120
589,2748,507,1087,342,1124
589,2748,481,1107,313,1123
590,2748,460,1095,306,1145
590,2748,438,1093,301,1156
591,2748,425,1106,258,1159
591,2748,390,1112,265,1160
592,2748,394,1118,233,1162
593,2748,351,1104,220,1191
593,2748,316,1110,227,1191
593,2356,305,1119,242,1296
594,2356,280,1118,209,1311
594,2356,261,1141,199,1295
595,2356,246,1142,184,1300
596,2356,228,1156,142,1297
596,2748,222,1186,95,1161
596,2748,196,1190,93,1160
597,2748,172,1183,60,1173
598,2748,146,1172,57,1186
598,2748,126,1171,48,1189
598,2356,104,1175,57,1299
599,2356,89,1169,12,1309
600,2356,73,1191,-2,1289
600,2356,66,1203,-25,1278
601,2356,42,1209,-61,1272
601,2748,30,1225,-85,1143
602,2748,11,1223,-95,1144
602,2748,-3,1213,-137,1151
603,2748,-21,1209,-149,1152
603,2748,-43,1191,-155,1168
604,2748,-56,1193,-200,1158
604,2748,-78,1188,-206,1159
605,2748,-86,1181,-227,1163
605,2748,-108,1177,-262,1157
606,2748,-124,1185,-275,1145
606,2356,-141,1167,-299,1270
607,2356,-154,1166,-346,1260
607,2356,-171,1173,-359,1247
608,2356,-198,1180,-362,1234
609,2356,-212,1190,-407,1210
609,2748,-234,1189,-392,1093
609,2748,-247,1191,-407,1083
610,2748,-270,1187,-411,1078
611,2748,-277,1163,-460,1084
611,2748,-298,1169,-466,1068
611,2356,-307,1151,-516,1184
612,2356,-342,1129,-538,1186
613,2356,-360,1143,-548,1162
613,2356,-373,1142,-563,1152
614,2356,-403,1156,-590,1114
614,2748,-417,1148,-565,1005
615,2748,-437,1153,-571,987
615,2748,-462,1118,-597,996
616,2748,-469,1107,-616,993
616,2748,-485,1102,-626,984
617,2748,-512,1076,-650,981
617,2748,-492,1063,-695,979
618,2748,-535,1060,-676,967
618,2748,-557,1031,-703,966
619,2748,-568,1025,-717,956
619,2356,-587,1008,-778,1054
620,2356,-609,989,-781,1058
620,2356,-625,1006,-815,1006
621,2356,-653,1012,-812,984
621,2356,-675,990,-815,988
622,2748,-691,986,-783,862
622,2748,-718,989,-778,840
623,2748,-723,974,-795,836
624,2748,-740,940,-821,832
624,2748,-757,922,-826,831
624,2356,-771,906,-903,915
625,2356,-794,876,-924,904
626,2356,-799,880,-942,879
626,2356,-817,886,-945,853
627,2356,-841,879,-964,816
627,2748,-861,863,-887,729
627,2748,-880,843,-886,727
628,2748,-896,808,-907,718
629,2748,-900,810,-922,694
629,2748,-909,788,-930,693
630,2748,-917,771,-956,663
630,2748,-925,729,-965,683
631,2748,-943,715,-964,674
631,2748,-946,709,-977,657
632,2748,-956,691,-1000,627
632,2356,-969,671,-1092,691
633,2356,-975,673,-1103,664
633,2356,-1000,650,-1110,636
634,2356,-1013,647,-1113,614
634,2356,-1031,652,-1111,584
635,2748,-1047,629,-1029,494
635,2748,-1068,612,-1021,485
636,2748,-1071,602,-1031,470
637,2748,-1067,586,-1059,433
637,2748,-1062,577,-1076,416
637,2356,-1074,552,-1175,467
638,2356,-1068,541,-1206,423
638,2356,-1089,533,-1197,404
639,2356,-1112,531,-1186,377
640,2356,-1126,506,-1194,345
640,2748,-1143,488,-1083,291
640,2748,-1155,477,-1080,274
641,2748,-1140,455,-1112,241
642,2748,-1133,441,-1127,226
642,2748,-1132,419,-1136,220
643,2748,-1130,351,-1150,232
643,2748,-1132,387,-1156,168
644,2748,-1139,377,-1155,149
644,2748,-1135,352,-1164,145
645,2748,-1129,332,-1181,108
645,2356,-1149,298,-1276,141
646,2356,-1141,285,-1290,124
646,2356,-1160,278,-1281,71
647,2356,-1178,266,-1267,53
